Collision_Rate,Transmission_Rate,Queue_Length,Network_Load,SNR,Packet_Delivery_Ratio,Packet_Size,Latency_ms,Jitter_ms,Throughput_Mbps,Performance_Class
21.854305348131312,42.03364037451028,32.0,116.76769816873605,24.06399569550974,,,,,,0
47.78214378844623,65.22356157959328,11.0,31.267569845609955,10.434001905510833,,,,,,2
37.93972738151323,86.74147933196653,39.0,125.8061192909468,22.623761561201423,,,,,,1
31.93963178886665,77.59461761662148,32.0,118.00207132279564,13.272329774851102,,,,,,1
12.020838819909644,82.42647461099423,18.0,160.47867634708484,21.31207055496087,,,,,,0
12.01975341512912,72.82091883619663,14.0,197.47064620723455,20.078260507612,,,,,,0
7.613762547568976,74.9979766936604,20.0,57.665959626061,10.270272846123651,,,,,,0
43.97792655987208,85.19771735174575,20.0,106.83472565271452,17.25731633990207,,,,,,2
32.0501755284444,46.22842057584708,35.0,182.68442720061068,22.021823347926052,,,,,,1
36.86326600082205,61.812622636804136,46.0,159.18607804033985,26.972131037975597,,,,,,1
5.92630224331111,44.37861371827415,29.0,102.60719758915344,27.772842276730344,,,,,,0
48.645943347289744,94.19842051978206,17.0,189.62061342680775,19.676999400664464,,,,,,2
42.45991883601898,91.36385707962988,10.0,20.87497176819378,24.568449745988765,,,,,,2
14.555259980522427,32.562742738952885,48.0,186.88973774539096,16.329091530669153,,,,,,0
13.182123524319527,75.86238621351976,13.0,19.596404552733244,16.84372811517315,,,,,,0
13.253202943404522,90.14114063201828,49.0,113.98790138179002,13.889270383646275,,,,,,0
18.6909009331792,41.73739743327668,40.0,179.18378012020628,21.238962199864787,,,,,,0
28.614039423450706,66.91643998592092,47.0,59.91697927664754,16.291283018547304,,,,,,1
24.43752583889521,89.50673934322272,24.0,99.72721479958012,11.6874179287701,,,,,,0
18.105311308911887,32.206488608076924,22.0,71.62248703602366,23.700121733263572,,,,,,0
32.53338026250708,75.3323173710446,47.0,190.9073442445068,24.15506415210796,,,,,,1
11.277223729341882,49.3276854792158,25.0,166.49266300308727,17.199848375581155,,,,,,0
18.146509184084817,90.08575269947448,8.0,144.7102871520121,11.534467989120456,,,,,,0
21.486282948216125,93.1187859357489,37.0,121.64912745687066,18.52595434806852,,,,,,0
25.523149289766614,91.3773217923732,31.0,165.91243997158813,18.84670916100431,,,,,,0
40.33291826268561,60.82392408273515,11.0,84.53073788947394,23.37341769795786,,,,,,1
13.985320197126187,86.03277231430538,10.0,95.03485247015176,16.30832782517367,,,,,,0
28.140549728612523,84.89571090477958,19.0,148.70032700536368,23.65198559562611,,,,,,1
31.65865559879191,50.741530760811614,22.0,77.9734050258057,27.429770835147767,,,,,,1
7.090268572399898,83.87950581979402,36.0,22.141178989191022,14.749720847243996,,,,,,0
32.339518335564726,32.40549625650702,15.0,24.123575688353576,29.578391122398,,,,,,1
12.673585565928118,68.75754210133346,24.0,31.91893224808373,17.72736274273614,,,,,,0
7.927321684337578,44.9505744237007,28.0,175.23945143529593,15.345173702941237,,,,,,0
47.6998491764,37.83684757552312,19.0,99.72302089367882,18.43022365020581,,,,,,2
48.45344148835517,35.001958105898595,11.0,145.44765017549994,11.887949518077184,,,,,,2
41.37788066524075,75.25877043207907,25.0,84.65277376492972,12.514118130242313,,,,,,2
18.70761961280168,52.09187264492429,46.0,59.15508000897056,18.28868093936663,,,,,,0
9.395245130287275,77.10984014936949,30.0,75.96651183682027,25.248890438782,,,,,,0
35.79048619304706,34.248162151931254,48.0,160.8946456102649,28.00624479148982,,,,,,1
24.80686221828206,50.49387195898967,18.0,128.79106375597323,23.29635981432542,,,,,,0
10.491720568015047,65.06693400439693,41.0,188.15155819200135,12.104391104763394,,,,,,0
27.28296095500716,81.39700571453264,25.0,139.14390792959847,23.440395243610705,,,,,,0
6.547483450184828,50.71891269058455,22.0,118.33451003339184,22.70855841405944,,,,,,0
45.91941809354519,70.68293946840559,9.0,125.93724170730854,26.115278365866622,,,,,,2
16.645099172000762,87.58855363535216,7.0,189.0505734989988,26.50497333304362,,,,,,0
34.81350279592919,70.0311072318498,27.0,159.75817667467416,27.36406151557958,,,,,,1
19.026998424023493,45.1423658589862,30.0,14.567835099623183,18.282630291581967,,,,,,0
28.40306095300149,31.58605080117497,41.0,111.48654226578248,23.95728790704289,,,,,,1
29.601962570447583,86.55642680356044,28.0,140.78429819384732,15.365007178446216,,,,,,1
13.318450498648716,31.382511705275164,23.0,152.25271090343946,29.986725599670084,,,,,,0
48.63130824940514,86.85560872447296,29.0,50.49700266964797,13.5066848275372,,,,,,2
39.88097705125016,64.38091371176878,25.0,174.76369734575692,10.202288633216716,,,,,,1
47.27745237038851,91.03940040333823,16.0,191.6101979632811,12.97617429036352,,,,,,2
45.2672307692442,81.92091032528825,45.0,54.97590811052525,25.517445790882533,,,,,,2
31.905499046498832,94.86571718466692,37.0,177.6969369282767,18.93567353016423,,,,,,1
46.48434057604026,52.79626800436116,8.0,28.425964878058124,18.950004956208566,,,,,,2
8.982162592336378,79.86723878052325,46.0,20.584298861896585,29.10045839223337,,,,,,0
13.819228808861531,56.12550938460074,11.0,34.55252201952238,28.392698160561483,,,,,,0
7.035228000974213,61.19191531975408,26.0,20.97080509873684,16.223894756080185,,,,,,0
19.639864884346892,70.78785510919406,37.0,170.55232505959742,14.181162575617323,,,,,,0
22.49047803602669,86.78901242211202,21.0,21.21952744707167,26.969644198674796,,,,,,0
17.210706429825315,93.9654254979542,28.0,61.61619635909455,28.120381420887263,,,,,,0
42.29318791183682,79.93777190119368,38.0,29.713705271812717,20.831938455969738,,,,,,2
21.05389970121152,57.154840840876695,32.0,66.13018689961534,22.588474222342008,,,,,,0
17.642052935932135,57.38820514800956,47.0,27.20629884417489,15.138285693845868,,,,,,0
29.42132374212118,77.94284960327795,45.0,136.92061764117267,26.016053759570493,,,,,,1
11.341590123864318,45.52051447493965,43.0,35.33209510508928,22.642448568980463,,,,,,0
41.09886413393178,37.180817353540654,26.0,171.8507259093887,20.07027022595993,,,,,,2
8.354778965589688,53.05044024665048,21.0,165.26629963806178,11.202171121567917,,,,,,0
49.40991214702328,48.67053445751532,38.0,12.59572023941579,28.318699250223077,,,,,,2
39.75101461834959,49.26002782963936,10.0,180.18800754787176,22.30902840768812,,,,,,1
13.942205669037758,45.18450381824415,10.0,15.499420181239742,13.85382189385936,,,,,,0
5.248495270562108,32.73605732636352,38.0,55.53269914193576,22.12772233966105,,,,,,0
41.695764280467536,31.161805757671896,5.0,16.15393617743906,23.549267084799467,,,,,,2
36.80858047314277,94.20195533284203,14.0,73.81026253747004,20.51540673366451,,,,,,1
37.80532256184443,57.80525369283105,25.0,107.6346398855216,24.362034759120448,,,,,,1
39.70716560086756,54.98123206537931,9.0,161.36252511287623,21.629078958572485,,,,,,1
8.332009328034067,74.17707337504953,6.0,74.21649458926886,28.955391640642965,,,,,,0
21.130957784492267,44.18650271122917,26.0,144.04310468789217,11.073941571986136,,,,,,0
10.214107678630835,91.74747695676464,6.0,45.625846852606266,12.12491416939121,,,,,,0
43.83965416440171,81.11242593701088,14.0,152.61370678138402,13.473432739086796,,,,,,2
33.04841570724011,35.81171515029687,38.0,54.83935512275514,23.80342141208664,,,,,,1
19.89041111836921,57.14275042602034,20.0,37.273503629315904,22.91191745499617,,,,,,0
