day,lat,lon,fwi,pred_fwi
2020-01-06,36.98333333333333,-94.97499996666669,10.0,9.622961
2020-01-06,36.98333333333333,-94.34999996666669,10.8,10.118116
2020-01-06,36.98333333333333,-93.72499996666669,10.8,10.154706
2020-01-06,36.98333333333333,-93.09999996666669,11.2,10.317129
2020-01-06,36.98333333333333,-92.47499996666669,10.0,9.6056595
2020-01-06,36.98333333333333,-91.84999996666669,10.8,9.862234
2020-01-06,36.98333333333333,-91.22499996666669,9.2,8.637403
2020-01-06,36.98333333333333,-90.59999996666669,9.6,8.996762
2020-01-06,36.98333333333333,-89.97499996666667,8.4,7.719172
2020-01-06,36.98333333333333,-89.34999996666667,8.4,7.8470764
2020-01-06,36.98333333333333,-88.72499996666667,7.2,6.5134287
2020-01-06,36.98333333333333,-88.09999996666667,8.0,7.350225
2020-01-06,36.98333333333333,-87.47499996666667,6.8,6.0119486
2020-01-06,36.98333333333333,-86.84999996666667,6.4,5.875739
2020-01-06,36.98333333333333,-86.22499996666667,6.0,5.427742
2020-01-06,36.98333333333333,-85.59999996666667,0.0,-0.029040148
2020-01-06,36.98333333333333,-84.97499996666667,0.0,-0.022238236
2020-01-06,36.98333333333333,-84.34999996666667,0.0,-0.016141739
2020-01-06,36.98333333333333,-83.72499996666667,0.0,-0.05690337
2020-01-06,36.98333333333333,-83.09999996666667,0.0,-0.070803344
2020-01-06,36.98333333333333,-82.47499996666667,0.0,-0.000637328
2020-01-06,36.98333333333333,-81.84999996666667,0.0,-0.017278498
2020-01-06,36.98333333333333,-81.22499996666667,0.0,-0.06688675
2020-01-06,36.98333333333333,-80.59999996666667,11.2,10.752196
2020-01-06,36.98333333333333,-79.97499996666667,10.8,10.786373
2020-01-06,36.98333333333333,-79.34999996666667,8.8,8.72946
2020-01-06,36.98333333333333,-78.72499996666667,8.8,8.861888
2020-01-06,36.98333333333333,-78.09999996666667,9.6,9.1377125
2020-01-06,36.98333333333333,-77.47499996666667,8.4,7.8713603
2020-01-06,36.98333333333333,-76.84999996666667,8.4,8.249511
2020-01-06,36.98333333333333,-76.22499996666667,11.2,10.935732
2020-01-06,36.35833333333333,-94.97499996666669,9.6,9.155308
2020-01-06,36.35833333333333,-94.34999996666669,11.6,10.963584
2020-01-06,36.35833333333333,-93.72499996666669,11.2,10.803718
2020-01-06,36.35833333333333,-93.09999996666669,10.0,9.776183
2020-01-06,36.35833333333333,-92.47499996666669,10.4,10.076327
2020-01-06,36.35833333333333,-91.84999996666669,9.6,8.761404
2020-01-06,36.35833333333333,-91.22499996666669,10.0,9.225479
2020-01-06,36.35833333333333,-90.59999996666669,9.2,8.459581
2020-01-06,36.35833333333333,-89.97499996666667,8.8,8.161879
2020-01-06,36.35833333333333,-89.34999996666667,8.0,7.488331
2020-01-06,36.35833333333333,-88.72499996666667,8.0,6.975662
2020-01-06,36.35833333333333,-88.09999996666667,6.8,6.1950355
2020-01-06,36.35833333333333,-87.47499996666667,7.2,6.8619337
2020-01-06,36.35833333333333,-86.84999996666667,0.0,0.003300755
2020-01-06,36.35833333333333,-86.22499996666667,0.0,0.0063758763
2020-01-06,36.35833333333333,-85.59999996666667,0.0,-0.010092913
2020-01-06,36.35833333333333,-84.97499996666667,0.0,-0.030340716
2020-01-06,36.35833333333333,-84.34999996666667,0.0,-0.034732297
2020-01-06,36.35833333333333,-83.72499996666667,0.0,-0.013235084
2020-01-06,36.35833333333333,-83.09999996666667,0.0,-0.03016659
2020-01-06,36.35833333333333,-82.47499996666667,0.0,-0.054574944
2020-01-06,36.35833333333333,-81.84999996666667,0.0,-0.04835885
2020-01-06,36.35833333333333,-81.22499996666667,0.0,-0.15415911
2020-01-06,36.35833333333333,-80.59999996666667,8.4,8.279823
2020-01-06,36.35833333333333,-79.97499996666667,8.4,8.270347
2020-01-06,36.35833333333333,-79.34999996666667,8.0,7.7999063
2020-01-06,36.35833333333333,-78.72499996666667,9.2,9.002977
2020-01-06,36.35833333333333,-78.09999996666667,10.0,9.276472
2020-01-06,36.35833333333333,-77.47499996666667,9.2,9.12194
2020-01-06,36.35833333333333,-76.84999996666667,9.6,9.10667
2020-01-06,36.35833333333333,-76.22499996666667,12.0,11.462065
2020-01-06,35.733333333333334,-94.97499996666669,9.2,8.667847
2020-01-06,35.733333333333334,-94.34999996666669,10.4,9.646035
2020-01-06,35.733333333333334,-93.72499996666669,11.6,11.091467
2020-01-06,35.733333333333334,-93.09999996666669,10.8,10.523308
2020-01-06,35.733333333333334,-92.47499996666669,10.4,10.00775
2020-01-06,35.733333333333334,-91.84999996666669,10.0,9.608513
2020-01-06,35.733333333333334,-91.22499996666669,9.6,8.884887
2020-01-06,35.733333333333334,-90.59999996666669,8.8,8.408936
2020-01-06,35.733333333333334,-89.97499996666667,8.8,8.278623
2020-01-06,35.733333333333334,-89.34999996666667,7.6,7.231332
2020-01-06,35.733333333333334,-88.72499996666667,7.2,5.835489
2020-01-06,35.733333333333334,-88.09999996666667,6.8,5.999287
2020-01-06,35.733333333333334,-87.47499996666667,0.0,0.053846624
2020-01-06,35.733333333333334,-86.84999996666667,0.0,0.07738362
2020-01-06,35.733333333333334,-86.22499996666667,0.0,-0.008460655
2020-01-06,35.733333333333334,-85.59999996666667,0.0,-0.013505168
2020-01-06,35.733333333333334,-84.97499996666667,0.0,-0.0107816765
2020-01-06,35.733333333333334,-84.34999996666667,0.0,0.009669869
2020-01-06,35.733333333333334,-83.72499996666667,0.0,-0.043819256
2020-01-06,35.733333333333334,-83.09999996666667,0.0,-0.044007283
2020-01-06,35.733333333333334,-82.47499996666667,0.0,0.17712243
2020-01-06,35.733333333333334,-81.84999996666667,0.0,-0.21857508
2020-01-06,35.733333333333334,-81.22499996666667,8.0,7.616089
2020-01-06,35.733333333333334,-80.59999996666667,7.2,6.543103
2020-01-06,35.733333333333334,-79.97499996666667,7.6,7.846499
2020-01-06,35.733333333333334,-79.34999996666667,8.0,7.644374
2020-01-06,35.733333333333334,-78.72499996666667,9.2,9.0755625
2020-01-06,35.733333333333334,-78.09999996666667,9.2,8.982181
2020-01-06,35.733333333333334,-77.47499996666667,10.8,10.07835
2020-01-06,35.733333333333334,-76.84999996666667,10.0,9.858454
