date,city,pm25_mean,no2_mean,o3_mean
2015-01-01,Mumbai,24.845553277875702,21.838798806078714,43.256785967548446
2015-01-02,Mumbai,29.466508174760747,21.426363864524877,33.180765139890774
2015-01-03,Mumbai,25.95612004016555,21.700138559306023,37.77678666766284
2015-01-04,Mumbai,34.45390127572793,26.883672809977398,37.4014085604835
2015-01-05,Mumbai,23.331803142831866,23.42278332619382,41.05390307723803
2015-01-06,Mumbai,38.461270151089096,22.32545076071156,35.30809726616531
2015-01-07,Mumbai,30.158830927047852,29.605601765351448,34.83695698838503
2015-01-08,Mumbai,33.88528599621336,22.023968672176707,36.64945855642047
2015-01-09,Mumbai,35.49136903129363,32.17156393655631,37.502046653658695
2015-01-10,Mumbai,31.93792653962254,22.470814140090557,34.3039072726976
2015-01-11,Mumbai,36.6146989984076,25.259948725168876,28.631361071565586
2015-01-12,Mumbai,,,
2015-01-13,Mumbai,,,
2015-01-14,Mumbai,25.310095070392727,25.83713267038894,37.94934817025915
2015-01-15,Mumbai,32.243133418712105,25.309545249976463,28.803299651248075
2015-01-16,Mumbai,31.957620163703922,24.002490860070314,31.241228628360826
2015-01-17,Mumbai,43.074210471646595,26.480925896215414,29.694306988144504
2015-01-18,Mumbai,35.71733111659039,21.069295677461827,33.27579785979518
2015-01-19,Mumbai,31.35830830659093,25.706283141120444,27.28298905579883
2015-01-20,Mumbai,41.993333323273056,27.573728996436376,33.33901113787576
2015-01-21,Mumbai,29.405970411070097,20.388338894497426,31.846332660387798
2015-01-22,Mumbai,,,
2015-01-23,Mumbai,32.4082804065913,26.78585767620504,30.81895581424142
2015-01-24,Mumbai,43.446221109425366,20.704786764550526,33.00408395899316
2015-01-25,Mumbai,30.76558094190416,22.695849422178057,27.468347639929863
2015-01-26,Mumbai,43.16139275732746,25.51002862323392,28.384579922759876
2015-01-27,Mumbai,34.40579102428572,21.002039191731463,32.81652082649321
2015-01-28,Mumbai,,,
2015-01-29,Mumbai,27.245126011222034,27.031195041181586,29.841625877148186
2015-01-30,Mumbai,34.28489055166403,24.373157061799407,30.751118386392868
2015-01-31,Mumbai,34.1413255585112,19.456271076924835,26.16517341610174
2015-02-01,Mumbai,,,
2015-02-02,Mumbai,32.58539191757006,23.757879888766695,31.183682604344604
2015-02-03,Mumbai,,,
2015-02-04,Mumbai,29.186978597419238,27.114288359911054,23.65793209255442
2015-02-05,Mumbai,40.82976955858622,19.44742116367521,26.012306159378667
2015-02-06,Mumbai,28.017271698693573,25.628369072408322,26.23940680493984
2015-02-07,Mumbai,49.425989850372375,21.115153596588797,28.600199792666757
2015-02-08,Mumbai,47.60705429338891,23.39333668774448,25.80658634059091
2015-02-09,Mumbai,40.236692522783216,22.2912058877096,25.36385995973357
2015-02-10,Mumbai,36.246908664887144,17.29983777176244,27.49944470542047
2015-02-11,Mumbai,36.60188614545947,19.310627743550334,27.49023171565518
2015-02-12,Mumbai,42.67437537166573,24.729031587322908,26.84048532758342
2015-02-13,Mumbai,36.29616483195154,25.90013004859372,25.040103027397443
2015-02-14,Mumbai,31.713419704321257,22.86387596081028,29.97149298096665
2015-02-15,Mumbai,34.392930225401216,18.363753353116362,26.928760102068686
2015-02-16,Mumbai,29.337334035319614,22.73005124081804,26.469009215393037
2015-02-17,Mumbai,38.09274145344748,20.40303276865049,31.511104827799986
2015-02-18,Mumbai,37.868485931063375,21.776004346190227,31.534527389390025
2015-02-19,Mumbai,38.773474220076885,23.939490953732832,25.751188529428145
2015-02-20,Mumbai,38.764318776151434,22.229565987297732,26.89930744947599
2015-02-21,Mumbai,32.66097642181401,15.614131566669611,22.68589962032712
2015-02-22,Mumbai,45.753541612065284,19.352421347726146,24.477948991412322
2015-02-23,Mumbai,24.112371370527743,19.80646079486506,24.671961500882837
2015-02-24,Mumbai,43.261872298734836,19.754581643006503,29.21081790104216
2015-02-25,Mumbai,27.46847056296484,21.265535384429384,21.540504232987356
2015-02-26,Mumbai,37.89646303911773,20.50160722207295,24.4135389317561
2015-02-27,Mumbai,39.59891661210046,29.198926409553007,29.901362798055953
2015-02-28,Mumbai,,,
2015-03-01,Mumbai,34.36588669100264,19.860409633659724,21.997516203128537
2015-03-02,Mumbai,,,
2015-03-03,Mumbai,35.28947990272904,20.631230994663852,24.60607771412258
2015-03-04,Mumbai,32.1833119314135,23.308390215288128,24.486535445443824
2015-03-05,Mumbai,38.65331705378285,19.853073344797252,22.37653667832893
2015-03-06,Mumbai,46.13486795946025,19.622204985749853,21.09123353268198
2015-03-07,Mumbai,30.73598752741717,17.81292794500201,26.075223085306884
2015-03-08,Mumbai,33.370884086697934,17.059076331676366,24.400003953622623
2015-03-09,Mumbai,36.136180372164645,22.114125869760475,22.037244784355718
2015-03-10,Mumbai,41.7572493519892,22.135460776746854,27.73557282776194
2015-03-11,Mumbai,32.2929918268191,24.50296677945321,22.407923886830968
2015-03-12,Mumbai,33.72127560737283,14.796571213582183,15.833273718179417
2015-03-13,Mumbai,46.271861683068565,15.426431762086157,23.91187711000632
2015-03-14,Mumbai,38.04040207291382,17.915622384792314,19.16776090708932
2015-03-15,Mumbai,48.50259021485992,18.037604760739388,17.834893925431526
2015-03-16,Mumbai,39.35778644500724,14.979265236456403,23.112991462346713
2015-03-17,Mumbai,37.71417854179483,19.7062279821236,17.687776343024076
2015-03-18,Mumbai,37.45239446719241,18.006048964719888,12.684071988537266
2015-03-19,Mumbai,30.99057209408197,21.132516233528495,21.221826655149926
2015-03-20,Mumbai,44.513186423642956,19.707879816022047,19.902712006786967
2015-03-21,Mumbai,,,
2015-03-22,Mumbai,37.70769075034479,19.701938116281767,23.22762782889231
2015-03-23,Mumbai,30.967507530986712,16.016609015055316,20.33051221163694
2015-03-24,Mumbai,38.83525044747546,28.45622861457772,23.48251137682857
2015-03-25,Mumbai,44.804894556035485,16.634793204408744,22.38702308789795
2015-03-26,Mumbai,40.53935128412794,25.59796878621062,26.76685671237233
2015-03-27,Mumbai,47.270936593164166,19.097275024668605,21.134655780675306
2015-03-28,Mumbai,38.883142604345046,23.187087930103484,21.111592287155133
2015-03-29,Mumbai,45.76780594898287,15.6766907835857,16.38107820721737
2015-03-30,Mumbai,43.23706988578574,17.918926312245024,22.256484710220576
2015-03-31,Mumbai,40.945267848673744,19.684992709595175,20.361713725750192
2015-04-01,Mumbai,40.72242163377519,19.408871829033504,21.98023497314089
2015-04-02,Mumbai,38.52538580372042,24.00991228276042,17.503081763623335
2015-04-03,Mumbai,38.609379815407245,19.389191667114513,17.515313377715053
2015-04-04,Mumbai,40.39282620030036,25.519906228635175,24.32887472103952
2015-04-05,Mumbai,38.29268437704585,16.867206592321704,28.13559992758649
2015-04-06,Mumbai,43.860661609196676,19.8845373775997,20.46234199737545
2015-04-07,Mumbai,40.990637421700676,15.330411046753637,13.73941966420223
2015-04-08,Mumbai,38.18822697400169,11.850153992069108,15.953773136206657
2015-04-09,Mumbai,38.385950330186276,15.568664961279875,22.07373329185544
2015-04-10,Mumbai,48.68333700838678,18.07554599349065,24.92310123591907
2015-04-11,Mumbai,42.61348822591431,22.002585100878374,29.181107002289032
2015-04-12,Mumbai,40.03658068548111,15.56735338279507,26.668999232683188
2015-04-13,Mumbai,46.36140576862764,21.074381411710938,29.325679830705766
2015-04-14,Mumbai,36.661477210662476,18.40289490161916,20.19523797893719
2015-04-15,Mumbai,44.79196693583313,15.834202660673702,13.209476956081142
2015-04-16,Mumbai,41.868516417759814,20.389945623805506,17.239123773449617
2015-04-17,Mumbai,42.774618448213054,20.93930470151514,22.91207658062674
2015-04-18,Mumbai,34.66854299050303,15.426896438115627,24.31423832414052
2015-04-19,Mumbai,35.53851010996402,17.198768953573094,23.239439153081197
2015-04-20,Mumbai,,,
2015-04-21,Mumbai,28.335521397386046,17.763189863068966,30.0239699667491
2015-04-22,Mumbai,38.39603058727482,18.14391001875767,24.219549384521336
2015-04-23,Mumbai,36.420010074236366,15.867879648106607,21.10811000362685
2015-04-24,Mumbai,42.505420449065284,22.462973002032225,14.075950098164954
2015-04-25,Mumbai,39.19939044467829,16.4434783947158,15.063774476310671
2015-04-26,Mumbai,38.48641509684065,18.487799878413206,20.01381018761783
2015-04-27,Mumbai,47.850392880142124,14.771352123301481,21.58837748968211
2015-04-28,Mumbai,25.31865289574935,17.01337428386066,25.340018744767406
2015-04-29,Mumbai,,,
2015-04-30,Mumbai,41.74969920486424,18.36913922696886,30.305894417940642
2015-05-01,Mumbai,41.24354101183296,14.953431361120746,22.88282887176744
2015-05-02,Mumbai,40.78463420309013,16.622431263939653,21.613284315040183
2015-05-03,Mumbai,38.22131377712545,14.237776903067079,23.183589095626232
2015-05-04,Mumbai,,,
2015-05-05,Mumbai,39.31851534762025,17.140051964642044,18.711990231210045
2015-05-06,Mumbai,37.971580940562,12.329667384823406,27.541627054846014
2015-05-07,Mumbai,41.08372427968535,17.448261472000727,28.295018609704282
2015-05-08,Mumbai,44.06184503174289,13.115850072272174,27.068789135547473
2015-05-09,Mumbai,42.06639277964959,13.334570704225692,26.650135547306334
2015-05-10,Mumbai,31.811776041475458,18.080176529585437,26.262019214102615
2015-05-11,Mumbai,35.91828471168518,14.675041727498328,23.147286487553934
2015-05-12,Mumbai,38.10256322335631,12.12646879794298,30.639012608748644
2015-05-13,Mumbai,36.70899032481617,15.138470738866783,31.31644156837052
2015-05-14,Mumbai,,,
2015-05-15,Mumbai,38.25354600510826,15.714025601612706,37.34292169510984
2015-05-16,Mumbai,34.6635215273877,7.821154365013785,37.84031992816374
2015-05-17,Mumbai,38.37827241694532,14.772038025589355,28.630459211955287
2015-05-18,Mumbai,32.44572224443894,8.30213034948791,28.84419672915056
2015-05-19,Mumbai,,,
2015-05-20,Mumbai,33.69881798451858,13.499428271347208,23.953576329982095
2015-05-21,Mumbai,38.23258678520917,13.379163576106162,28.79980287796031
2015-05-22,Mumbai,39.21205123785077,10.9277813517711,28.8511150251597
2015-05-23,Mumbai,35.556884149915376,15.408026190094464,26.92156656571737
2015-05-24,Mumbai,39.87990894651054,11.829872223184609,25.98116207887886
2015-05-25,Mumbai,,,
2015-05-26,Mumbai,33.857208585106235,19.505814994382323,27.07655498924605
2015-05-27,Mumbai,33.274157245544856,13.946965483280739,31.17091835569028
2015-05-28,Mumbai,39.107635885295714,15.435682857166373,27.88474248042659
2015-05-29,Mumbai,29.102632193152925,16.393230099811326,26.56496144694301
2015-05-30,Mumbai,32.71383963945171,13.361487825244785,28.23082504395421
2015-05-31,Mumbai,39.134322652456,16.035297728545245,32.25752805736784
2015-06-01,Mumbai,45.01067905170902,18.7347601594457,23.584036442625134
2015-06-02,Mumbai,35.13908772060673,15.722953982250907,34.99906565473013
2015-06-03,Mumbai,35.70569027040213,14.138842427116305,31.79454700586554
2015-06-04,Mumbai,37.70515087013952,15.326678316981939,32.0678246837902
2015-06-05,Mumbai,31.36503229300704,14.927978716574687,36.8936391639067
2015-06-06,Mumbai,45.235219393072875,18.630667151416944,33.33745580145664
2015-06-07,Mumbai,45.25135031773195,16.67428510626105,27.8034476018714
2015-06-08,Mumbai,30.593552571711506,19.049451616235036,30.563311101945725
2015-06-09,Mumbai,32.90597218051648,17.05682580518449,33.35841094681308
2015-06-10,Mumbai,35.47601586863692,14.310334755712624,28.814017826000676
2015-06-11,Mumbai,36.58130196740596,16.95480520218308,33.51309330443222
2015-06-12,Mumbai,,,
2015-06-13,Mumbai,40.708655571933065,12.41750279361263,32.54489569333974
2015-06-14,Mumbai,39.982303868522784,17.108387608653462,35.48607855915226
2015-06-15,Mumbai,27.03316414109323,14.108071382083278,29.713398749891333
2015-06-16,Mumbai,32.66892417366188,19.84061741332342,33.11007106587636
2015-06-17,Mumbai,32.009143660321,12.209850030895645,30.9826797870958
2015-06-18,Mumbai,29.335266041221928,10.415026221968855,33.57990360492651
2015-06-19,Mumbai,32.904621897621865,10.611540588758409,36.85315349074366
2015-06-20,Mumbai,28.42733680743207,14.101917548398985,27.39972645685276
2015-06-21,Mumbai,41.40741099402816,16.09591936900146,33.767794570298264
2015-06-22,Mumbai,26.04773526199207,10.469776042097687,35.59099083142522
2015-06-23,Mumbai,26.442142539189245,15.099735692212771,35.484297083537534
2015-06-24,Mumbai,41.58716344459074,9.560084089173431,35.18381428068671
2015-06-25,Mumbai,28.47709143448717,7.217140467614284,35.35307428991512
2015-06-26,Mumbai,26.543172649889442,10.72868471192224,35.534397517972685
2015-06-27,Mumbai,31.327141505731102,17.250079998766804,32.896709921182754
2015-06-28,Mumbai,,,
2015-06-29,Mumbai,35.054762022947145,12.85157299392037,35.47071223167122
2015-06-30,Mumbai,28.638292852891084,14.687667256656288,41.20589822511601
2015-07-01,Mumbai,28.654606015057553,12.321383927138505,39.81410469579931
2015-07-02,Mumbai,28.691570934464202,19.41693722880447,29.112665592776345
2015-07-03,Mumbai,31.700534588533174,16.28966320977627,43.177053418281055
2015-07-04,Mumbai,27.85375243229134,17.253787223239932,33.477994361512636
2015-07-05,Mumbai,26.09610996577988,13.622289993980608,39.93317700077994
2015-07-06,Mumbai,32.255412758191255,11.728311455143391,49.99559945796604
2015-07-07,Mumbai,31.864561361141604,9.67642571689517,41.535099943530334
2015-07-08,Mumbai,22.699531067082635,12.820193100909668,38.13776702816966
2015-07-09,Mumbai,38.44595265156218,17.136352888597322,30.7922057032528
2015-07-10,Mumbai,28.688277123866882,7.30579354888613,38.745865562502495
2015-07-11,Mumbai,22.996994361934988,16.99777845595146,45.49101125526864
2015-07-12,Mumbai,19.193172052997564,16.30204042258225,37.27910934563089
2015-07-13,Mumbai,25.623088832022837,14.923739939113984,38.678121523181524
2015-07-14,Mumbai,24.453970313917317,14.873517691672527,39.44295628478034
2015-07-15,Mumbai,28.487255781599085,14.76591874227695,41.89690578475141
2015-07-16,Mumbai,23.10098321429726,15.31770312425584,40.32972929578551
2015-07-17,Mumbai,29.171536013362008,11.31489943940228,41.046373417927875
