date,city,pm25_mean,no2_mean,o3_mean
2015-01-01,Lagos,21.13886595653294,25.435967502367614,17.433766417014823
2015-01-02,Lagos,19.129974434263698,25.69673111941553,19.113633824304042
2015-01-03,Lagos,17.57350490615687,28.21185301861001,9.68284192293894
2015-01-04,Lagos,18.76563609991575,27.77766173407874,20.499084178872284
2015-01-05,Lagos,16.906546672858447,24.8109385124507,17.725968853125917
2015-01-06,Lagos,18.68225411084039,21.08810493494261,18.01020071150507
2015-01-07,Lagos,29.44914819674603,27.959871496491825,15.876771915556946
2015-01-08,Lagos,21.620190409525126,23.64764861554204,16.980937353056497
2015-01-09,Lagos,8.022479993794477,20.55083711136154,26.15831295389763
2015-01-10,Lagos,21.70656021989349,28.180475589352817,20.92445111476379
2015-01-11,Lagos,26.500909434753336,26.970445767417033,14.988561758866437
2015-01-12,Lagos,28.3709764967792,30.834849270468446,11.569098057901007
2015-01-13,Lagos,15.459554358230868,28.797418937543974,21.782015146572846
2015-01-14,Lagos,20.64508530822252,24.505111715324492,18.377724005715155
2015-01-15,Lagos,22.242236110499864,24.739332469761134,18.8933652736289
2015-01-16,Lagos,21.112252467918704,29.261315703083596,13.244976722344841
2015-01-17,Lagos,19.8551391744029,25.519266734358794,20.09912176083678
2015-01-18,Lagos,14.337004065356478,27.41090245048254,13.492289896427055
2015-01-19,Lagos,15.45890436041244,23.918756345287385,13.38935077433694
2015-01-20,Lagos,26.42771136123935,26.15194198218244,19.617576012603145
2015-01-21,Lagos,21.468261070972776,28.122193050659277,8.283257606455264
2015-01-22,Lagos,14.776052015521852,27.28508481767187,13.864209405514051
2015-01-23,Lagos,21.099910529088945,26.696077161890827,9.84454055626357
2015-01-24,Lagos,22.5996475617465,30.946675249914044,20.274561565627383
2015-01-25,Lagos,37.73976454254278,21.763504998969424,13.43192567811015
2015-01-26,Lagos,22.97280976306119,26.102943541922716,10.917937565828854
2015-01-27,Lagos,,,
2015-01-28,Lagos,24.353768136021564,26.068291480977347,11.967147252759002
2015-01-29,Lagos,31.578192996923335,27.803765556447505,13.167692909683598
2015-01-30,Lagos,27.465551259614998,21.240517928979006,8.25191128829939
2015-01-31,Lagos,27.273673113907495,32.97175972424873,14.119042444177278
2015-02-01,Lagos,25.617749358119276,24.622342462000013,12.956843794439877
2015-02-02,Lagos,,,
2015-02-03,Lagos,22.14670797912436,29.339875966200793,12.647775402732206
2015-02-04,Lagos,33.06777788680476,23.58829252637096,10.315431339599018
2015-02-05,Lagos,,,
2015-02-06,Lagos,21.89025242646982,31.966471733904662,11.918233041491488
2015-02-07,Lagos,16.441215401025136,27.575843301833483,16.179307042450077
2015-02-08,Lagos,20.950001769762608,24.234138238628557,10.096872546362796
2015-02-09,Lagos,17.888898308799213,21.195420023057913,11.388120712815407
2015-02-10,Lagos,26.289115318554895,23.941810900986066,8.98589412143795
2015-02-11,Lagos,30.233634182274766,24.326716077964402,3.670913200395929
2015-02-12,Lagos,20.458517878235313,24.350282616429517,9.379982850131091
2015-02-13,Lagos,22.037194308000483,28.69462677424805,15.986574638587538
2015-02-14,Lagos,18.748691272520805,25.038715513090253,12.239475795727223
2015-02-15,Lagos,22.258322246786662,22.43655317752525,5.712964557952539
2015-02-16,Lagos,28.53780108589843,28.522083841257047,14.087605396967085
2015-02-17,Lagos,22.477228321439416,20.572833215529037,16.886477519966956
2015-02-18,Lagos,27.754344043388496,25.41077119143052,12.05993006486689
2015-02-19,Lagos,27.926943246179626,23.101473788508446,10.082910216996439
2015-02-20,Lagos,17.85042967544094,24.923094454156796,9.707538634738746
2015-02-21,Lagos,,,
2015-02-22,Lagos,27.16314587743117,19.774132990255826,4.00989171508907
2015-02-23,Lagos,28.65207440588956,27.20255583044827,8.59202184319716
2015-02-24,Lagos,23.01331727901227,26.400282146263606,8.679901185822391
2015-02-25,Lagos,21.498039014792663,24.810523841235447,4.93604688235835
2015-02-26,Lagos,38.93062215842079,18.452706770118755,15.149143687179212
2015-02-27,Lagos,,,
2015-02-28,Lagos,21.42864347128446,20.882980152863503,11.196254601422737
2015-03-01,Lagos,32.36819960981278,26.65343034878844,1.6308663022386698
2015-03-02,Lagos,34.59135262000292,24.103235113082917,7.525586050898343
2015-03-03,Lagos,22.119253417479335,26.698725665996307,1.8390883703654675
2015-03-04,Lagos,32.628034208802084,21.915136287455212,6.271571189540747
2015-03-05,Lagos,11.55590385728943,18.195873662781075,3.641077017737116
2015-03-06,Lagos,18.99018613468167,25.99813550142513,6.5828908832010065
2015-03-07,Lagos,25.747206936150466,28.324748232642584,9.804647217230958
2015-03-08,Lagos,23.021678875721562,22.33105872558438,9.410160438531928
2015-03-09,Lagos,37.11796421481094,24.66429374314072,1.0
2015-03-10,Lagos,25.415648657704008,26.914075373939337,3.921960348055746
2015-03-11,Lagos,25.847196191348928,18.387819862341917,1.3905783013439939
2015-03-12,Lagos,32.88875857900892,22.48993931560338,5.98771154237144
2015-03-13,Lagos,28.003908457658813,21.18209239458229,12.04367536047603
2015-03-14,Lagos,,,
2015-03-15,Lagos,30.51773512539659,16.554167411405068,4.469886881119418
2015-03-16,Lagos,31.62264116199772,23.38097378770896,2.0910155714263876
2015-03-17,Lagos,33.268772043600094,21.481081421546605,3.718865178268321
2015-03-18,Lagos,36.063483877609144,23.484232803403472,1.0
2015-03-19,Lagos,26.90816432265478,22.050697173055372,2.192177680276366
2015-03-20,Lagos,31.019778378776497,20.059783865874294,8.841182720936327
2015-03-21,Lagos,30.26048424101614,20.484725838197633,10.213282387548528
2015-03-22,Lagos,28.884784736880917,22.81202201471254,9.617503972938225
2015-03-23,Lagos,28.309209619085646,22.32312116333991,9.187002631587035
2015-03-24,Lagos,32.14967171396955,24.56918349321746,5.8858518600406855
2015-03-25,Lagos,27.10514556205059,22.278460699266965,12.42095915314588
2015-03-26,Lagos,28.779420950408493,23.563635500638235,6.477659220087694
2015-03-27,Lagos,22.320427611764483,21.800919552296335,9.282758492273867
2015-03-28,Lagos,33.40202328328769,24.53593973440459,1.0
2015-03-29,Lagos,28.657786100829792,24.701896422064987,6.32117049347468
2015-03-30,Lagos,26.23960806293125,16.91609026326801,8.289695869954114
2015-03-31,Lagos,34.68371400739473,21.89764193009805,6.105514799968071
2015-04-01,Lagos,29.303444342836062,20.286643661814626,3.9375447266181656
2015-04-02,Lagos,23.918257697913514,19.10154417077251,5.040135341025274
2015-04-03,Lagos,35.55227190619094,23.596846312154966,3.3363472031503223
2015-04-04,Lagos,29.567113293219798,18.449320994284605,6.412409044387762
2015-04-05,Lagos,35.16782149431411,19.145714493667118,7.426626655938698
2015-04-06,Lagos,,,
2015-04-07,Lagos,31.234956960002613,19.89836265219169,7.957609644654047
2015-04-08,Lagos,29.39588581182281,19.174078729705197,6.756345298409999
2015-04-09,Lagos,33.30254270246644,20.15702548192925,6.9237771940807304
2015-04-10,Lagos,22.436096105062614,18.487620963580483,1.0
2015-04-11,Lagos,27.602642140922665,29.047346499026215,1.0
2015-04-12,Lagos,33.86277802293449,21.647381355385217,10.759370493712098
2015-04-13,Lagos,19.61382067272244,22.4364468755352,5.324842493354855
2015-04-14,Lagos,24.687232471523387,17.27270922149047,1.4341409017034863
2015-04-15,Lagos,27.734224805733614,13.477990783532153,6.840393043415728
2015-04-16,Lagos,21.332932283630143,18.14771951915636,11.602483852054643
2015-04-17,Lagos,32.46545135544072,17.237768459068835,2.4456774398603116
2015-04-18,Lagos,33.91802956688754,20.259930808514444,6.018014410591315
2015-04-19,Lagos,31.9729413891053,20.464616989398937,1.0
2015-04-20,Lagos,24.54785792054626,21.43017522120298,4.942869516947624
2015-04-21,Lagos,25.73408693496894,18.11520891354333,3.6400858495148807
2015-04-22,Lagos,,,
2015-04-23,Lagos,24.008842880737053,22.715542529254503,6.134367933505115
2015-04-24,Lagos,32.80263538878905,18.379051135592952,4.975631261524859
2015-04-25,Lagos,32.35468167570725,20.8909945159423,10.183980540040027
2015-04-26,Lagos,20.017567284283718,16.941904167515837,3.014233017480607
2015-04-27,Lagos,28.303720147539632,20.65241137711035,5.141765979967516
2015-04-28,Lagos,36.30121597583565,17.562446176438534,7.416328825463877
2015-04-29,Lagos,,,
2015-04-30,Lagos,20.174766623129077,22.04882987845874,12.116976390455747
2015-05-01,Lagos,33.261753205851335,19.79420063870874,6.771002422936144
2015-05-02,Lagos,22.556902845443524,25.093690066471403,7.872156498667712
2015-05-03,Lagos,24.987909919764288,17.875602306975967,15.489768359253205
2015-05-04,Lagos,32.82056529575571,19.31681445762609,9.978699364980207
2015-05-05,Lagos,24.134018004855665,12.13152782887786,5.452872101918246
2015-05-06,Lagos,39.289978998883015,16.108216320495448,7.365569812845206
2015-05-07,Lagos,25.81893905629267,19.02428816135027,14.75305493689789
2015-05-08,Lagos,24.55303892866753,19.56363045977455,8.08261998618525
2015-05-09,Lagos,24.076124535203764,19.355298780334063,8.004729451864296
2015-05-10,Lagos,25.842487829213603,19.8961750895095,13.050787501283562
2015-05-11,Lagos,30.622257952968006,23.561009353863085,10.596022766887454
2015-05-12,Lagos,,,
2015-05-13,Lagos,,,
2015-05-14,Lagos,31.351740775229736,19.92300196430111,3.053345297350714
2015-05-15,Lagos,22.543193693643104,16.052272329215313,12.97765443119118
2015-05-16,Lagos,20.289488547792605,15.243988198054051,5.996179984219293
2015-05-17,Lagos,26.89023565491917,18.027819586440994,16.537807407915725
2015-05-18,Lagos,30.169626969076514,16.282450501429626,15.684840430567123
2015-05-19,Lagos,21.54058355372138,13.549134083363828,13.68694861125767
2015-05-20,Lagos,20.073640618138477,17.44947299434816,13.258955029937916
2015-05-21,Lagos,31.3278511844439,12.410332359991143,12.323326118354641
2015-05-22,Lagos,27.322909433253386,16.48125117863049,12.370180292841344
2015-05-23,Lagos,18.385604702566518,20.88902416155676,19.603951382078336
2015-05-24,Lagos,19.395376406746536,21.74310971914971,18.624745287809493
2015-05-25,Lagos,31.971889813523525,11.892270973902546,11.581819012879002
2015-05-26,Lagos,22.284519781586532,18.69998780410632,21.12217247896443
2015-05-27,Lagos,26.460476307399123,22.458376993849743,11.6163366344846
2015-05-28,Lagos,29.422304661004524,10.19500538187137,13.791496163683687
2015-05-29,Lagos,24.54339711277445,20.3197453523225,8.898126945128316
2015-05-30,Lagos,23.527897180253376,15.914476404743615,11.604340019491016
2015-05-31,Lagos,24.824534441287728,12.059102298653627,9.527474344899549
2015-06-01,Lagos,35.35200750447041,20.749719842754864,13.527326142595411
2015-06-02,Lagos,27.914681103921613,17.088801815765795,10.627472146782722
2015-06-03,Lagos,24.781742083100795,15.32015836023315,10.766016068036809
2015-06-04,Lagos,17.74087108331912,19.82586431342537,21.304829682870178
2015-06-05,Lagos,,,
2015-06-06,Lagos,14.578385886962245,16.760777276306108,9.938198827799404
2015-06-07,Lagos,15.732596963290822,13.575975402185964,20.95060819717495
2015-06-08,Lagos,22.870180184891442,21.70645379494619,16.75592878631905
2015-06-09,Lagos,22.128245522024233,22.594727298798905,15.063356958712422
2015-06-10,Lagos,28.35730319743802,21.009311323454195,16.993713504594368
2015-06-11,Lagos,25.98556592247141,14.873432281087869,18.910247841361663
2015-06-12,Lagos,22.55616815374565,23.92981012398649,17.13566777861167
2015-06-13,Lagos,22.639828000298632,15.09528812452248,13.765934278367473
2015-06-14,Lagos,20.97580272525811,17.483751479906985,12.668400460410087
2015-06-15,Lagos,19.401147100850537,16.824846245423423,18.49953707436798
2015-06-16,Lagos,17.86473071203409,15.170633664857325,12.652907888938337
2015-06-17,Lagos,23.929919482870687,11.398787384165544,18.848217692806383
2015-06-18,Lagos,20.407008910615456,22.33387451076784,22.115994701710118
2015-06-19,Lagos,22.749408211728884,14.024313827509708,21.198967167555924
2015-06-20,Lagos,23.31372294067293,17.414804827274935,19.06006398243759
2015-06-21,Lagos,21.169533913195185,13.746729343595701,21.806417318013807
2015-06-22,Lagos,23.152675107705043,15.985103396149741,19.096734923698623
2015-06-23,Lagos,29.843697495936475,18.98397656392116,15.249137275785161
2015-06-24,Lagos,21.14230191657558,19.566903998129177,21.630592328249854
