date,city,t2m,relative_humidity,wind_speed,feels_like_temp
2015-01-01,Lagos,22.903070779332964,64.9306468225409,3.432141781525508,22.468303682597988
2015-01-02,Lagos,26.927731095096398,68.45523794061592,5.1387289147126936,27.325483922374044
2015-01-03,Lagos,24.77647846128709,78.53172739859205,4.104715802424643,25.979853408462063
2015-01-04,Lagos,24.568237062436314,60.708773017080105,1.6200379699923642,25.60081202881624
2015-01-05,Lagos,26.15849880416323,60.55400932075616,1.6648473400441341,27.752480830837712
2015-01-06,Lagos,22.97968945210269,69.46446386155905,2.974947742602059,23.311285929306763
2015-01-07,Lagos,22.69055777496383,70.21970062247873,1.9501998579974285,23.696824504755128
2015-01-08,Lagos,20.356045614885275,55.555392664538566,2.4541235949213576,19.008987770907137
2015-01-09,Lagos,21.687207466364118,56.23258607265542,6.260603674724163,18.105217113382636
2015-01-10,Lagos,25.703062503344867,86.6742477465919,3.120600197856638,28.936911009634017
2015-01-11,Lagos,27.861237289984743,66.44280898533326,2.171137860961623,30.536169525576
2015-01-12,Lagos,24.063844518915097,53.79443912510792,1.665020364313197,24.20025293429184
2015-01-13,Lagos,21.64946400199859,50.43090590736604,0.08905640792671088,21.882377944279934
2015-01-14,Lagos,25.062744738080067,87.11780738985476,4.857207194172789,26.776390276731107
2015-01-15,Lagos,23.088288903378036,77.76619793203614,1.2501113716295191,25.441061719287088
2015-01-16,Lagos,16.609511848010765,53.53755069645277,6.401631365198101,11.46046129329962
2015-01-17,Lagos,27.63984352612432,74.25661006758631,1.8519659373450297,31.3845454546682
2015-01-18,Lagos,23.015415431871574,51.70520332686998,3.6228548144649437,21.263974123468927
2015-01-19,Lagos,23.608868200986556,68.02676172152267,1.3679098998628754,25.175381173378465
2015-01-20,Lagos,25.925467324618317,73.63387023522434,3.8045665346542417,27.36942985473856
2015-01-21,Lagos,24.585468806025627,56.397749367677804,3.1226858322407764,24.134184380442704
2015-01-22,Lagos,25.103455695978393,77.21620640558137,1.5789582887175069,28.095608353222097
2015-01-23,Lagos,25.42505438031346,58.74455917831648,2.3010210229297057,26.0934399529824
2015-01-24,Lagos,24.669547517343453,74.44217187257765,0.4016298244747527,27.99584244085852
2015-01-25,Lagos,28.369075586059086,52.41102868921962,0.6670150714788927,30.559844953884415
2015-01-26,Lagos,24.350299226146454,67.71111413543204,2.7775672254738106,25.194927197156222
2015-01-27,Lagos,26.255452136715093,43.91182624911175,1.5801648687619756,26.07911002596991
2015-01-28,Lagos,28.715032890811536,53.900062316960216,3.606076108996654,29.17616893917002
