date,city,t2m,relative_humidity,wind_speed,feels_like_temp
2015-01-01,Mumbai,20.464811199470077,40.3476692063391,3.887657189936382,16.939155844101514
2015-01-02,Mumbai,26.50618616543673,93.45767138679878,3.4996357931013486,30.704494486868576
2015-01-03,Mumbai,19.75366292908154,52.24149133456531,0.41533100284279856,19.42287043959574
2015-01-04,Mumbai,21.497094824914523,49.175751022073534,1.1773926330730164,20.822479876963584
2015-01-05,Mumbai,23.978362147091612,74.55161443426344,2.732902009480294,25.375512689087415
2015-01-06,Mumbai,24.062345819908337,59.559909271891925,1.8836638771039682,24.613415330842262
2015-01-07,Mumbai,26.248499273957908,82.66238300506953,2.6935350145588868,29.639338997419365
2015-01-08,Mumbai,21.498527500405473,73.93791695027898,3.4204116413667762,21.3438323998561
2015-01-09,Mumbai,15.867432721147804,61.22155484299127,3.3466688302885177,13.159279146019124
2015-01-10,Mumbai,26.832922915717102,65.07029179265321,4.747121834356375,27.067340040213903
2015-01-11,Mumbai,18.89356936111488,90.97980437433995,3.462100119606707,19.007517446663414
2015-01-12,Mumbai,20.155089393231087,62.5748232425024,0.5542295592965885,20.62955507724916
2015-01-13,Mumbai,18.256142771497565,79.43190759208953,0.9295072616735567,19.090190863020172
2015-01-14,Mumbai,25.35172541911045,55.87443556375374,1.7887742693113362,26.045983899433217
2015-01-15,Mumbai,23.078893589410825,54.276435192295345,2.715932933924843,22.219514041356188
2015-01-16,Mumbai,24.456759772985677,49.058085066680725,2.9446565987687645,23.345605491003397
2015-01-17,Mumbai,21.359144806190518,78.59226522824424,4.98642543842798,20.444743331278296
2015-01-18,Mumbai,27.69972801601246,40.190956559865036,2.613984200382979,26.780481943468896
2015-01-19,Mumbai,23.54779807767559,35.00444882147137,0.4606250310804403,22.57012733338782
2015-01-20,Mumbai,23.506535605232457,44.534989308454385,2.32617174706873,22.123100445845893
2015-01-21,Mumbai,19.157199583376592,44.876962282927465,3.1657117857402732,16.219254051600846
2015-01-22,Mumbai,23.45444793024316,61.04411033103459,2.8508291588875143,23.259121817534545
2015-01-23,Mumbai,24.53973518569132,96.8550040412637,3.8975432764733964,27.632951739807844
2015-01-24,Mumbai,20.24018023691365,60.305186830676234,4.667295218873347,17.68381114154659
2015-01-25,Mumbai,20.4545382315883,80.99439405918199,3.073616040685051,20.71404487296099
2015-01-26,Mumbai,17.47343347447618,49.20005294677978,0.17906465355086176,16.58222652149055
2015-01-27,Mumbai,25.296996994601916,70.46285304584289,1.0825622405071806,28.013853726459757
2015-01-28,Mumbai,25.40194054344351,50.650600168462724,5.086214986085791,23.24812639807967
2015-01-29,Mumbai,22.628414159734202,47.82298198399488,2.4197812743936247,21.25750134761899
2015-01-30,Mumbai,21.91947200956139,56.19115999989322,3.7601595430396415,20.152656255308727
2015-01-31,Mumbai,20.47307297483245,78.7730145694036,0.7763120461824999,22.171983364325484
2015-02-01,Mumbai,25.72992543933315,52.03277886043621,5.0742590933000855,23.840965579440237
2015-02-02,Mumbai,22.06481005511946,85.0589862316708,2.3810021693880126,23.828360750161757
2015-02-03,Mumbai,27.274886269223096,68.290723175059,2.8454200117364468,29.42249569497205
2015-02-04,Mumbai,22.68671951927462,72.22892734548034,3.4367185899887227,22.833208136137014
2015-02-05,Mumbai,20.064098048256593,35.79680269877562,3.001530302046884,16.72905744914067
2015-02-06,Mumbai,27.46022474898258,56.45034514343568,1.0857000432238912,29.501665532417924
2015-02-07,Mumbai,27.644998868044432,97.23896513722445,5.433250257942129,31.68456666666149
2015-02-08,Mumbai,23.124777813754843,91.33146998513318,1.2296443263550323,26.771393181910607
2015-02-09,Mumbai,22.00053070604377,56.86730473112154,4.163652997636201,20.03417388528296
2015-02-10,Mumbai,18.418025794250116,43.02201476988333,1.873736653343447,16.107309301524875
2015-02-11,Mumbai,21.134931034680342,56.09142277362791,1.3792759666203926,20.798824382468133
2015-02-12,Mumbai,20.365642640022884,52.7301786445302,1.2886191648400571,19.614618699850855
2015-02-13,Mumbai,23.24079214176165,77.69099830245608,4.274972868615682,23.535908384916677
2015-02-14,Mumbai,20.830093967023814,80.44091674600463,4.60117243149641,20.12529366669359
2015-02-15,Mumbai,19.998383840054295,59.17823189737681,5.146912559151818,16.9497335673041
2015-02-16,Mumbai,17.583136191593915,75.82501337738263,0.6682549501749397,18.1342502240586
2015-02-17,Mumbai,24.714584321120466,79.65419484994003,4.317562460782107,25.854243982510084
2015-02-18,Mumbai,24.127385953574493,61.76667999314819,1.1173047740971074,25.45614383066766
2015-02-19,Mumbai,19.13405704306835,56.900152584879486,3.692422270974736,16.699671023091238
2015-02-20,Mumbai,27.21042021064984,38.667013643505555,5.213541441565605,24.152225401171986
2015-02-21,Mumbai,26.65983619615487,61.27069704040078,2.294257791703334,28.098028791199354
2015-02-22,Mumbai,28.425721562996216,66.31914756086371,2.0227811300994216,31.461889949785423
2015-02-23,Mumbai,20.74772056778759,75.92139772569912,1.4709085586627866,21.836961439666613
2015-02-24,Mumbai,23.614570276799697,59.50797409034907,8.217308100242903,19.57147397715566
2015-02-25,Mumbai,23.0638928016495,86.85815494940286,6.367846013488574,22.667408314475004
2015-02-26,Mumbai,25.63815155670024,84.34184056737826,3.757684670110738,28.13745552401467
2015-02-27,Mumbai,18.538184149664346,83.67404532758067,3.4321976836819448,18.016164215393232
2015-02-28,Mumbai,22.312361759655474,57.67225913076339,3.2027838396290385,21.18469414827816
2015-03-01,Mumbai,27.503678734159465,47.26329863595443,1.5310880983868942,28.140908242679252
2015-03-02,Mumbai,25.135323626319177,69.13374202098053,2.393063322199869,26.723763447966956
2015-03-03,Mumbai,22.505262521471103,73.72325431766751,3.611583570122871,22.591779189443233
2015-03-04,Mumbai,25.481754576310266,27.398466169489254,5.386713988653444,20.64948749985211
2015-03-05,Mumbai,24.05562747572197,64.77049217088063,5.480599399308424,22.599776735034148
2015-03-06,Mumbai,29.00809367957543,41.61914757475843,3.1518861833250957,28.287669709391146
2015-03-07,Mumbai,25.948386604427608,27.77804343144725,6.967078935337778,20.133963161558604
2015-03-08,Mumbai,23.88381393449335,64.99931732897032,6.150960851722228,21.915633063707602
2015-03-09,Mumbai,20.293725884033833,53.76838646153168,5.5216792126094125,16.64256226707658
2015-03-10,Mumbai,25.79285715289929,68.84795328891262,2.4399704392866832,27.605929942029412
