qubit_index,t1_us,t2_us,u2_ns,u3_ns,readout_error,gate_fidelity
0,381.5685857300125,131.70442930164933,56.888888888888886,56.888888888888886,0.01123046875,0.9997122485790882
1,233.79089869391422,251.00498025618936,56.888888888888886,56.888888888888886,0.0244140625,0.9997985113514075
2,270.38813239310156,230.33227118877795,56.888888888888886,56.888888888888886,0.021484375,0.9996197253969571
3,328.77490279905413,333.42844078530067,56.888888888888886,56.888888888888886,0.011962890625,0.9994229644278148
4,291.74788958364803,192.44484206910215,56.888888888888886,56.888888888888886,0.020751953125,0.9998198120459314
5,172.75909991425792,78.91898308667757,56.888888888888886,56.888888888888886,0.060546875,0.9991311270462769
6,237.40349651795418,44.44146850625187,56.888888888888886,56.888888888888886,0.25732421875,0.9991962675790071
7,230.52219090722951,18.17731355943345,56.888888888888886,56.888888888888886,0.0498046875,0.9996228926169334
8,394.1651058571488,17.282471331162924,56.888888888888886,56.888888888888886,0.088134765625,0.9994149127446494
9,291.84655218305363,56.346802819290396,56.888888888888886,56.888888888888886,0.16064453125,0.9997380495727405
10,280.8509414492126,185.1516148209872,56.888888888888886,56.888888888888886,0.02734375,0.9997291348833448
11,413.42396616068646,96.11805358941345,56.888888888888886,56.888888888888886,0.012451171875,0.9998433961278186
12,418.98429111900424,259.816785867086,56.888888888888886,56.888888888888886,0.07373046875,0.9995677162696565
13,463.6055467163752,299.9174290100251,56.888888888888886,56.888888888888886,0.126953125,0.9979902526875591
14,262.62408162006733,81.34298447117432,56.888888888888886,56.888888888888886,0.042724609375,0.9997037211205931
15,473.318692112023,126.98098049260926,56.888888888888886,56.888888888888886,0.087158203125,0.9996442667057345
16,283.4225771031612,15.498796578521109,56.888888888888886,56.888888888888886,0.102294921875,0.9987847831703932
17,438.3571999140878,18.737652324842994,56.888888888888886,56.888888888888886,0.016845703125,0.9998686576382967
18,452.3250939237751,21.509071792367443,56.888888888888886,56.888888888888886,0.054443359375,0.9994763780599425
19,514.8934474539833,139.37161451797604,56.888888888888886,56.888888888888886,0.037109375,0.9998190378818315
20,324.07470321102875,77.37102394967002,56.888888888888886,56.888888888888886,0.0390625,0.9997640381119086
21,339.1253964361067,25.81595576911751,56.888888888888886,56.888888888888886,0.023193359375,0.9996894578867286
22,352.7649082282366,247.76777163596196,56.888888888888886,56.888888888888886,0.022705078125,0.9998873097068698
23,110.59051310535338,17.823362341870027,56.888888888888886,56.888888888888886,0.017578125,0.9994059803936829
24,288.29424378555774,15.119683643815149,56.888888888888886,56.888888888888886,0.031005859375,0.9996399457386395
25,315.9978307370036,337.9308927777685,56.888888888888886,56.888888888888886,0.019775390625,0.9997879658037157
26,345.77658356678427,107.61606093068156,56.888888888888886,56.888888888888886,0.00830078125,0.9998232799183645
27,231.67682846606266,106.3796115182858,56.888888888888886,56.888888888888886,0.015625,0.9978074056656544
28,222.17743196100196,63.73591943262922,56.888888888888886,56.888888888888886,0.050537109375,0.9991095071027304
29,365.1961901421862,152.49656047597594,56.888888888888886,56.888888888888886,0.012451171875,0.999797578383479
30,402.2746995366124,357.7887552246601,56.888888888888886,56.888888888888886,0.00634765625,0.999882289110825
31,158.68395883843468,35.715913693531405,56.888888888888886,56.888888888888886,0.009765625,0.9997885821757356
32,197.76166761218045,316.0733810884517,56.888888888888886,56.888888888888886,0.023681640625,0.9997793050479822
33,392.296976612917,337.54651143033016,56.888888888888886,56.888888888888886,0.0087890625,0.9998684079017792
34,138.246876538237,51.43932317530155,56.888888888888886,56.888888888888886,0.1044921875,0.9991482914063282
35,227.63957117423374,57.96574626933414,56.888888888888886,56.888888888888886,0.01171875,0.9997728576925097
36,267.2088890381847,72.47716803090526,56.888888888888886,56.888888888888886,0.00830078125,0.999754097523893
37,340.6585237678857,35.17526011095104,56.888888888888886,56.888888888888886,0.053955078125,0.999457185018415
38,483.2930068570622,116.18211758654003,56.888888888888886,56.888888888888886,0.04541015625,0.9997990445006751
39,445.65499545460233,109.80986380099014,56.888888888888886,56.888888888888886,0.0498046875,0.9998738796708153
40,367.517545505212,310.9816164796847,56.888888888888886,56.888888888888886,0.006591796875,0.9997682350268302
41,249.05308533607186,373.4303713240598,56.888888888888886,56.888888888888886,0.00927734375,0.9998715612586269
42,277.76249947303944,218.16100948427524,56.888888888888886,56.888888888888886,0.03173828125,0.9993172281207127
43,446.2251489506623,165.75839177507913,56.888888888888886,56.888888888888886,0.0087890625,0.9997637730998754
44,301.305182488882,302.0203081283507,56.888888888888886,56.888888888888886,0.01025390625,0.9998476184167218
45,418.31590961181575,289.15847721647447,56.888888888888886,56.888888888888886,0.032470703125,0.9995352740011358
46,365.85876201153644,488.81489503740625,56.888888888888886,56.888888888888886,0.032470703125,0.9998806990833263
47,278.63036072055036,146.18068804296698,56.888888888888886,56.888888888888886,0.011962890625,0.9997082120251117
48,339.95000671850846,309.7308849774502,56.888888888888886,56.888888888888886,0.01904296875,0.9994106994553691
49,216.27588978017565,168.91013176893154,56.888888888888886,56.888888888888886,0.056640625,0.9998786430137012
50,324.5288017896885,198.95241211524763,56.888888888888886,56.888888888888886,0.0341796875,0.9998329874439843
51,367.2186905879952,479.7632516130049,56.888888888888886,56.888888888888886,0.0087890625,0.9998584852806386
52,106.24371349403596,19.676619076876694,56.888888888888886,56.888888888888886,0.15380859375,0.9991796242800457
53,275.70164892536906,400.511104407779,56.888888888888886,56.888888888888886,0.0263671875,0.999870222532535
54,210.16899498644906,61.751842730256236,56.888888888888886,56.888888888888886,0.0419921875,0.9998128642455835
55,332.21334767287175,201.3966337390268,56.888888888888886,56.888888888888886,0.060302734375,0.999763008551319
56,451.412243593321,10.265106699103244,56.888888888888886,56.888888888888886,0.109375,0.9994351369488403
57,301.8929522916314,2.636993370529277,56.888888888888886,56.888888888888886,0.21728515625,0.9946320563340485
58,467.33682070790087,46.15485905242311,56.888888888888886,56.888888888888886,0.00927734375,0.9998128799728653
59,308.398214685776,320.5561005438467,56.888888888888886,56.888888888888886,0.025390625,0.9998123254819301
60,447.5394229268525,450.9602713509119,56.888888888888886,56.888888888888886,0.010498046875,0.9998925953253929
61,299.1904681649518,360.31366503678476,56.888888888888886,56.888888888888886,0.03076171875,0.9998670305498689
62,300.13816873697874,302.0747589025255,56.888888888888886,56.888888888888886,0.012451171875,0.9922401313779885
63,247.57678885353963,128.2163182776955,56.888888888888886,56.888888888888886,0.036865234375,0.9997520719633993
64,73.21640665178644,85.96090779737318,56.888888888888886,56.888888888888886,0.203125,0.9997734397519449
65,313.9630402148522,266.52400553692337,56.888888888888886,56.888888888888886,0.02392578125,0.9997388651386554
66,250.70075054831938,364.53150948202045,56.888888888888886,56.888888888888886,0.017333984375,0.9995904153857523
