Collision_Rate,Transmission_Rate,Queue_Length,Network_Load,SNR,Packet_Delivery_Ratio,Packet_Size,Latency_ms,Jitter_ms,Throughput_Mbps,Load_SNR_Interaction,Congestion_Index,Efficiency_Ratio,Contention_Pressure,Signal_Quality_Score,Risk_Score
0.5158725233639642,-0.6336083350293824,0.1853284200005884,0.2725992506952768,-0.6279762837886576,-0.9734915877615344,-0.1693060805837425,-0.1914228684916287,-0.8606484049377265,0.4639093444382015,-0.518387110173993,0.5669796267051966,1.2817366375842536,-0.2491407109412785,-0.6162798512771533,0.5163830965020922
0.5158725233639642,-0.6465861673838502,0.1853284200005884,0.2725992506952768,-0.6994829154732782,-0.9734915877615344,-0.1171048384020646,-0.1608259029934689,0.1946114567014499,0.4639093444382015,-0.5832700964980211,0.5669796267051966,-0.665725844698407,-0.162080004724974,-0.7012176812641593,0.5163830965020922
-0.9230200748936508,-0.6634127498422497,-0.0190052262359822,-0.1408104780377619,-0.6982654893498748,-0.1333065924472936,-0.2302388824891276,-0.1699198370578502,2.956969017906041,-0.7782202023730037,-0.5827274052661061,-0.7879983366769142,-0.2371069443824072,7.173850018859452,-0.7016277823367196,-0.9231196226826957
-0.8088675052548461,1.5302581830991446,2.841665821076007,2.6763109415402364,1.44708979708761,-0.1333065924472936,-0.1654370321498423,-0.1736665134960778,-0.0930844535989622,-0.7782202023730037,2.7779687827982897,0.2241564015735287,-0.0360768756129163,-0.3619961455543912,1.4569008237054344,-0.808947584910713
1.273965056230466,0.5128302478289976,-1.9261192577773083,2.7473283497193663,1.8607807096367592,1.6858596271689872,-0.1699873356636612,-0.174908855795499,0.0107035939477726,1.2800388134332368,3.47507275274366,-0.4454642443421878,0.0774533067116005,-0.3595592566939667,1.8231251601049725,1.2734504909544884
-0.0371684410568196,1.4494278272248453,2.0243312361297243,1.900950005877723,0.8099436244788987,-0.1333065924472936,-0.1654370321498423,-0.1736665134960778,-0.0930844535989622,-0.7782202023730037,1.460165678916535,0.9863251019203252,-0.0360768756129163,-0.3622773378494564,0.8163854559520735,-0.0371169114094295
-0.9230200748936508,-0.6387134965085458,-0.0190052262359822,-0.1408104780377619,-0.6967115651791236,-0.1333065924472936,-0.2305813836843085,-0.1973163345927653,-0.3527863544341006,-0.7782202023730037,-0.5814931000511437,-0.7879983366769142,1.979651346124043,-0.2429653147429873,-0.6978978037102495,-0.9231196226826957
0.5517797593544501,0.7411569733913554,-0.2914500878847431,-0.8827206330184187,1.985431106865517,-0.9734915877615344,-0.1719117223803457,-0.174040778417592,-0.0776754310288502,0.4639093444382015,1.003468410843217,0.2964350778436544,-0.0339893703114282,-0.3631207749472431,1.9902295751942043,0.5522964562868521
0.6251986465979588,1.2328361027736623,1.4794415128322027,-2.447699143327536,0.8983133907841713,-0.9734915877615344,-0.1719117223803457,-0.174040778417592,-0.0776754310288502,0.4639093444382015,-0.3249029340159838,1.509456297727987,-0.0339893703114282,-0.3644092430065374,0.900541006338978,0.6257278647436735
-0.9230200748936508,-0.6437951778145955,-0.0190052262359822,-0.1408104780377619,-0.6796244379681445,-0.1333065924472936,-0.2249674781313492,-0.1846219329659283,-2.398521675160709,-0.7782202023730037,-0.5679205392903165,-0.7879983366769142,0.6976095624884973,-0.2120597773412364,-0.6626864191934967,-0.9231196226826957
-0.3192320884370641,0.7440468692290612,-0.7001173803578845,-2.623991730932744,1.3685445182266105,-0.1333065924472936,-0.1654370321498423,-0.1736665134960778,-0.0930844535989622,-0.7782202023730037,-0.3479259395280319,-0.5683025083423374,-0.0360768756129163,-0.3644258860695563,1.3779402015785556,-0.3192286632928774
0.5158725233639642,-0.6327285158171767,0.1853284200005884,0.2725992506952768,-0.6459906174527327,-0.9734915877615344,-0.1568524183002627,-0.1843486818004227,-2.398521675160709,0.4639093444382015,-0.534732779620678,0.5669796267051966,0.6535251175715867,-0.2524121181049661,-0.6027033694865708,0.5163830965020922
1.4842662046966324,-0.6332318079116606,-0.2914500878847431,-0.1863172364947188,-0.6758061956585227,1.6858596271689872,-0.1226668540103581,-0.1904115226929587,0.596465574819274,1.2800388134332368,-0.5652290116318892,1.0326299577175722,1.2610355886646047,-0.2663558212560616,-0.6804040743631781,1.4837875051990492
0.0997566332730084,2.3237856029023685,-0.1552276570603627,0.0532171263351902,0.9634391804351788,-0.9734915877615344,-0.1719117223803457,-0.174040778417592,-0.0776754310288502,0.4639093444382015,0.8256245431040082,0.0118215267821005,-0.0339893703114282,-0.3636492894197587,0.9658208076618578,0.1001962399879412
-0.4659734961583177,0.9394294729872223,2.160553666954105,0.791878232501799,0.9259893820354876,-0.1333065924472936,-0.1654370321498423,-0.1736665134960778,-0.0930844535989622,-0.7782202023730037,1.1229969766477057,0.4719691673834167,-0.0360768756129163,-0.3622217666513121,0.9330448573155709,-0.4659950970059006
0.5158725233639642,-0.6317182605750373,0.1853284200005884,0.2725992506952768,-0.6144059588586519,-0.9734915877615344,-0.2352041462068583,-0.1922339371971154,-0.4576780967648258,0.4639093444382015,-0.5060738017982113,0.5669796267051966,1.3647614195599709,-0.2559473419144627,-0.6088775701505922,0.5163830965020922
-1.5858440210270504,1.6064664034243266,-1.3812295344797867,1.3869670086147086,1.764834593331796,-0.1333065924472936,-0.1654370321498423,-0.1736665134960778,-0.0930844535989622,-0.7782202023730037,2.4049137461196586,-1.5434206839618283,-0.0360768756129163,-0.3626860355035137,1.776325837568068,-1.5860566100283755
-1.6802038171199414,1.0798102155352352,-2.062341688601689,-2.623991730932744,1.3371595816561062,-0.1333065924472936,-0.1654370321498423,-0.1736665134960778,-0.0930844535989622,-0.7782202023730037,-0.3515427057777341,-1.6743097753461007,-0.0360768756129163,-0.3644865515382293,1.3463893031292011,-1.6804324986987953
-0.9230200748936508,-0.6425323818989157,-0.0190052262359822,-0.1408104780377619,-0.6113674430773404,-0.1333065924472936,-0.1298606237806768,-0.1937129861899026,0.800872154792335,-0.7782202023730037,-0.51370298714898,-0.7879983366769142,1.5497782513517624,-0.221117656751483,-0.6258054248523387,-0.9231196226826957
