resistance_ohm_per_mi,capacitance_uf_per_mi,voltage_vdc,length_nmi,retardation_ms,fault_class
8.060319869175958,0.2722069846047719,35.309777445560016,1449.2665977587453,436.18920167187247,Ground Faults & Leakage
4.935923763139947,0.33855299137237893,43.03077869991993,552.8608573031952,110.24957623721734,Insulation Degradation
11.372790754372932,,500.0023269510732,1284.3820244034794,400.0916361307921,Ground Faults & Leakage
3.7450569926407584,0.4318464752923003,23.351571796373378,1286.6918995197543,359.84667977670915,Ground Faults & Leakage
10.075246400123897,0.27035090570020315,691.586824211354,1424.4574411678334,526.5219649837157,Ground Faults & Leakage
7.3255125731108786,0.2598305257449421,503.3895329779162,1640.6301317740388,438.42317702243145,Insulation Degradation
9.62814237028958,0.2510628338309724,40.91891165583396,532.8412860083788,155.88400785836654,Insulation Degradation
5.451795618958751,0.3156139368971316,44.35414839431364,1353.4214614795758,245.65198751603725,Inductive Crosstalk
7.387651221964369,0.38207736764017775,19.789403225801195,1500.1232079470042,448.4902633342077,Insulation Degradation
10.639935822370175,0.39608275057635856,22.864457991088084,1083.7007569072885,442.6708406176863,Ground Faults & Leakage
6.935341941669492,0.34065233667634465,45.312836901017114,1636.2208852037363,501.98054247891764,Inductive Crosstalk
5.917338688147561,0.38686573009105335,43.125888071619585,887.9021191195909,,Ground Faults & Leakage
7.593476169400993,0.3219828072430727,44.76084945608712,1039.5329662146678,271.4943163998851,Insulation Degradation
9.314946153845487,0.3835612439973234,44.910427801015516,2136.6840906213542,,Ground Faults & Leakage
6.713851782235776,0.2581191970604747,39.577341318757675,1091.7196304639383,228.20021145650176,Inductive Crosstalk
11.419331263851593,0.3281505969134008,597.7795663584902,1089.0515085217667,349.93609484101523,Inductive Crosstalk
5.30198532840225,0.40816993552663583,564.2991402495763,1512.657080899296,492.65177121526966,Insulation Degradation
7.016904258606644,0.4106012060918003,23.580541624673067,2150.6580607621027,,Insulation Degradation
9.690812763743693,0.39322975577513897,31.274922730158913,2171.2367581201006,1414.3714234445874,Ground Faults & Leakage
9.046650359709702,0.29084772411397286,31.22376979760971,1485.4185382497371,415.47174548501505,Inductive Crosstalk
10.704589997962984,0.29944102378612664,33.49781463184006,501.8479336683853,170.236474667218,Ground Faults & Leakage
11.969687216470534,0.4492177454529025,31.475100653272605,2031.1161363062795,1769.4559562781378,Ground Faults & Leakage
6.555154123553351,0.270675601440392,654.2245631703773,1469.4045397809818,366.43704209454546,Insulation Degradation
3.5559333579414627,0.28613253978048186,583.3131656964584,1122.1938940928908,201.31513717167812,Insulation Degradation
2.7889508676756956,0.2760052511300265,32.55016268945069,1909.631739727095,274.21896627840556,Insulation Degradation
9.40533060832783,0.31553099273672314,32.72641103746241,1179.7151808953486,401.06880660580606,Inductive Crosstalk
,0.29203516704678467,27.313246793076136,557.87566054045,233.500096883629,Ground Faults & Leakage
4.596769566471977,0.3495375919095544,34.59010073707458,1895.8227791969318,614.1753672391703,Insulation Degradation
4.005256353304107,0.34520414137602395,20.667031334059434,1427.9609817335959,302.8682077139791,Ground Faults & Leakage
3.0909483694940643,0.43030112389026065,26.695943159420423,1074.8440149811336,142.7800894656096,Ground Faults & Leakage
10.31567775631346,,19.010097619078294,926.5170398015471,278.63429757424717,Ground Faults & Leakage
5.458128428979551,0.3139759153335527,601.7781111182112,1509.4556810062236,304.0257543680085,Insulation Degradation
6.316120481217877,0.36933157839941805,584.5258394027219,853.6842319826702,174.4264415653126,Ground Faults & Leakage
7.276126820291317,0.37096035236879277,27.875137722358684,1050.5465071469055,273.1041016740862,Ground Faults & Leakage
,0.34602524580284183,17.869470394486303,1582.101526003772,843.6325182938342,Ground Faults & Leakage
8.682915604834108,0.41313310816292675,14.21022422920808,1998.6255656900844,1195.138484351558,Insulation Degradation
8.343113983649207,0.26254443428289176,22.311263207408047,1405.913558265718,457.8817288018098,Insulation Degradation
4.168884949581152,0.4130975531160272,41.240731461293606,1790.4808771084574,524.4409529200927,Insulation Degradation
7.375303971243382,0.3489508480871407,15.97357793270721,1797.2030263971712,640.9221567525607,Ground Faults & Leakage
9.296119663197224,0.2767521390154004,25.32382338594887,1629.4017195209576,590.4074902212869,Insulation Degradation
11.745978388789672,0.4271403827080955,19.41923353632569,917.92517405688,481.267362042869,Ground Faults & Leakage
4.413359937526846,0.3798457559081927,29.120677141783553,1973.5406168554111,579.0843283971117,Ground Faults & Leakage
2.590661854138653,0.28270913736482783,34.11491327274715,1241.6686145872632,215.65575938642544,Insulation Degradation
,0.2567299446798053,49.07318763267676,575.158264690691,50.0,Insulation Degradation
6.070598419228803,0.27822192966652987,35.478195127646124,915.8415391181927,221.13998936232412,Ground Faults & Leakage
10.295174153586878,0.3717595920360787,19.39565544918907,1801.4322019688368,932.2283316677976,Insulation Degradation
2.5678497767983277,0.2858592470520097,36.70764151112983,617.5266708897319,91.36734173948356,Ground Faults & Leakage
