signal_id,timestamp,signal_strength,frequency,bandwidth,modulation_type,encryption_protocol,wavelet_energy,entropy,PCA_1,PCA_2,PCA_3,latency,label
1,1.0,0.37262626714614333,0.2618128941015688,0.572354600024042,0,1,39.01093374088744,0.3926307341729157,-0.9339323252665589,-0.15240212890453794,1.4737871137424048,0.6384148480742984,0
2,2.0,0.9508244898089208,0.24707932140483546,0.8059499936381415,0,2,37.010078892142985,0.6506728216399149,-1.493726818010979,1.3549268000784291,-0.8225697757775805,0.3584046331487295,0
3,3.0,0.7313357851760289,0.9066545048094881,0.7606477696627753,2,2,24.269497346650592,0.36628528978695696,-1.5381651887197114,-1.1208101765683232,-0.1590986911871001,0.298195277738457,0
4,4.0,0.5975319350995518,0.24964788813570338,0.153973952554701,0,1,21.250475758665374,0.7360521649832452,0.357493494451369,0.876384576175206,0.14255021261165532,0.7644921517605975,0
5,5.0,0.15333714737165982,0.27206158869965624,0.14932035120654244,0,2,30.183155994156564,0.5767729283594544,-2.496724690505456,-0.38500505494297776,0.12361912719295072,0.2694968505746954,0
6,6.0,0.15331294253420613,0.7597314937228843,0.268326222991661,2,0,24.920901783508704,0.4244396120268258,-1.386651821326149,-0.8508501155508914,-0.34497684933883155,0.554628102031742,1
7,7.0,0.055058084360970705,0.44993244620759665,0.36128983573793483,0,2,11.350892959134303,0.43278666184550857,-0.6509857214412744,0.8503580360801849,-0.1116945239153639,0.20142306855352152,1
8,8.0,0.8659893561263318,0.7770516504248988,0.40870295156051584,0,0,29.524570691437148,0.07972398947845305,0.8465058200488115,-0.43918999780894435,-0.6130085863090188,0.39318533500375985,1
9,9.0,0.5999970921506297,0.0653842027585757,0.680129270439709,2,2,25.548177148960704,0.47910535136574783,1.3607671626498463,0.5623467325891789,-1.0480934443410672,0.7545361097773907,0
10,10.0,0.707330388100082,0.48778097807146925,0.05668828507115958,2,0,22.186815966014798,0.585463546383374,1.114200728145567,0.3551069689832937,0.2776887167719419,0.274104918685932,1
11,11.0,0.01742723630620935,0.03361722534560907,0.034665572473111556,1,0,31.805459356068834,0.5282612093843811,1.4612840602839738,0.9557642050530232,-2.7442450265166745,0.7534117910635743,0
12,12.0,0.9700874673536909,0.0626700165949351,0.39214666789634534,0,1,35.50709868361363,0.686649477914831,-0.29616662964142926,-1.177674739422862,-0.9739130434970201,0.4063637859477339,0
13,13.0,0.8321373491439258,0.9068374606822971,0.6976076383470016,1,0,23.46688531264953,0.45083594381119413,1.2499127724239214,-0.5239779161440948,0.7207673327792318,0.8417282087119341,0
14,14.0,0.20985546508327868,0.1392969676443837,0.193536309772147,1,1,34.20746375424897,0.46805934665333476,1.0485724193860697,0.9940166167383294,-0.264234555621415,0.018027634790343167,0
15,15.0,0.17923412885898737,0.5326508345147631,0.6419105301295086,2,2,32.03731584239756,0.3819607655589272,-0.2801200683739668,1.3173271608043875,0.7790929395780125,0.7696050230666159,1
16,16.0,0.18081922026093555,0.41127065655340234,0.25997431039226326,0,2,33.63697368796308,0.3660728373498643,0.19676720384958246,-0.368637001283508,0.10354127272072342,0.23823076566720794,0
17,17.0,0.3020814427289682,0.34748942790243076,0.8866586888307562,0,2,42.87901243659495,0.46222391695434406,-2.2069230132521684,-2.6141069573769316,-1.0062852538113818,0.892507001717358,1
18,18.0,0.5233702729382133,0.9002303538512115,0.8962690633592585,2,0,45.439411537602204,0.5186628254740974,-1.1372258882923612,-2.5677500720044244,-0.6864451516350595,0.019440810296078026,0
19,19.0,0.43023282389571604,0.02182166756252013,0.2974588819244717,1,2,23.935653060948166,0.31998596257679396,1.0158273224834409,0.3727802747489513,-0.8747844464829693,0.15932934236452725,0
20,20.0,0.2890226264014699,0.6640794980261537,0.23011961273038942,2,2,25.78716514481693,0.4011736334984163,0.19562919000882847,0.8814949187064174,0.832785673330176,0.2806571970972067,1
21,21.0,0.6107726961046741,0.9638203078610112,0.41155328163521687,0,1,37.74047662815571,0.47024877097697926,0.09914096032342333,0.16800637228847873,-2.1798791680673024,0.3313079273619042,1
22,22.0,0.1367543178889301,0.5604109368864345,0.2406646189632838,2,1,24.620910154347975,0.6290089800392982,-0.07674856283086726,0.3208926936745597,0.3278917684457167,0.07633316773575832,1
23,23.0,0.28994135081643835,0.9372362683474893,0.6728109173561679,0,2,30.18486556641754,0.46122428667581494,-1.2472313845452196,-0.5828780729955406,-0.8151452701380361,0.49154287542196795,1
24,24.0,0.364419262230524,0.05226997151749102,0.8265963970786816,1,2,32.44265179991932,0.5682578274942229,-1.076409881997163,0.5616391183274636,2.9025718445213537,0.3198585518291521,0
25,25.0,0.45444253776059673,0.4189718688497446,0.6735196872357297,0,0,31.902969561834723,0.5565202339091455,-0.5514536025040507,0.2825497117471048,0.869917361329386,0.2912347259177043,0
26,26.0,0.78470462720935,0.2602642983713237,0.824880992587012,1,0,30.184242773246773,0.8615988870794808,-0.14969685323330895,0.8513496414130242,0.12766360090891124,0.787537661590468,1
27,27.0,0.19714564468914508,0.7311412182588823,0.3972317271276402,1,2,31.836696396677716,0.18203005284565776,0.7459377488614785,0.07940392294941659,-0.36195932648539175,0.17299405707361123,0
28,28.0,0.5128113171411541,0.9817310944150026,0.156392664305703,0,1,29.905928858169297,0.538544309243248,0.17879917982642005,1.47872527661832,1.0853127305630197,0.8760103820020971,0
29,29.0,0.5912660855924381,0.25663492236540797,0.7384226649005823,0,2,29.810624335625395,0.6173072407729084,0.10306979297046862,-0.40237694102644717,1.456373039106064,0.5862860176545575,0
30,30.0,0.043384018791864376,0.6544600467526458,0.36068920585884623,1,0,20.498347873986056,0.6517574080706946,-0.1713580195284044,0.17882106535960973,-2.236257279361435,0.1315452543817825,0
31,31.0,0.6064495196139659,0.19817595631446439,0.6716971414600135,2,1,29.231994604551502,0.46896973576201373,-0.4245475932857261,2.0364206805919394,1.5401707955946267,0.7595844810176702,1
32,32.0,0.16789358674725952,0.5655753522870575,0.2707974787163133,0,1,27.023857200555934,0.6101812956603464,0.8447628067202716,-1.199904731656601,1.7199608470175802,0.4591451546615344,1
33,33.0,0.06205054291075007,0.46413153585952704,0.08125420281378304,1,0,34.84822362739952,0.8438499880278962,-0.40674294440784964,-1.062466366529476,1.1499498287392897,0.7881265308670198,0
34,34.0,0.9489892963920307,0.9724351138108278,0.9932268864646701,1,2,33.99656934726988,0.3705197435398725,-1.230699822804174,1.4230957498795043,0.07364438161942687,0.6978292993240824,1
35,35.0,0.9657946207690644,0.6087919878043122,0.1562771229109535,2,2,27.12840765350837,0.49726137184379104,0.798699418703055,0.007054337016077863,0.9985730264869612,0.3942367686808209,1
36,36.0,0.8080075880519072,0.349653456050961,0.9890632519269491,0,2,23.495669826778542,0.6597340909303203,1.2622841200240722,-0.3537936593243613,0.620954606358722,0.7978306879339209,0
37,37.0,0.30245427407259307,0.11413596004067472,0.9779146047855642,1,0,24.378339968380764,0.22535333912678257,0.717549253485869,0.35988820233546226,-1.4866011487106843,0.24942438396980424,0
38,38.0,0.09478565615233148,0.15130387557550984,0.7943278603331585,2,1,24.835295005001694,0.48733266857056085,0.6839922955315262,-0.6996617276977538,0.08530016410373996,0.6702524464567056,0
39,39.0,0.6834070911545276,0.22540761481368354,0.6598412113201803,1,0,26.029557166948813,0.49731862203266813,-1.2910417547458835,1.6517288686787943,-1.384568837405418,0.6831875764055099,0
40,40.0,0.4384691309298625,0.25106899471154187,0.5781697287119357,0,2,26.961883649408023,0.6812581199945472,-1.1053688175058678,0.4378244805998422,-0.06892187110150925,0.7507286378246185,0
41,41.0,0.11923737243199706,0.850990714581521,0.8666605182723965,2,0,24.14105763023109,0.6690291835670765,0.48404000404741016,-0.42673569762083163,0.7093732365354412,0.726463197645238,1
42,42.0,0.4936868418858944,0.5614660206428748,0.2896058559194543,1,1,47.059320298958895,0.3912914766692268,1.68469639432142,-1.6306764885468839,-1.8411319651099147,0.4019396303684756,0
43,43.0,0.03127975511886305,0.5236169628549547,0.46796890828276816,2,0,25.714116436310224,0.2531267176812379,-0.38113797263503535,-1.4176476545022576,-0.354535316968848,0.8647633784642774,0
44,44.0,0.9092851733487637,0.11480935269610049,0.6197809608742468,0,2,29.80864908732328,0.5111639677855544,0.38798582405075344,0.9360924571520092,0.21824972387993216,0.46386165791925704,1
45,45.0,0.25645947755988163,0.8605186751312894,0.4114397081609982,2,1,24.703695778160835,0.1494067629778682,-0.2487220310123975,-0.7086940729008383,-0.3887413135760383,0.46639273795149105,1
46,46.0,0.6616200816016505,0.7231309203600562,0.4277467820144377,0,0,44.23625474913757,0.5693486537320218,-0.11052913081607628,0.18171570978109236,-1.030132166965706,0.9322904095169617,1
47,47.0,0.30957651302936906,0.06768745261186426,0.3304788125126831,1,0,39.415945503826904,0.7712755350343977,0.5279008236556219,-2.041051516135013,-0.9037661658920766,0.6756355002153805,0
48,48.0,0.518665392625315,0.7081449117599043,0.5645852520178543,0,1,22.95644874342876,0.5680836058968923,0.31245971069981904,-1.316755881239951,-0.5299448475905606,0.593585317495602,0
49,49.0,0.5454012420464146,0.543773418473467,0.8511229288483587,1,1,24.725118996261628,0.5533049058623312,-0.1203132405012824,0.10287028314789728,-0.24214063158923285,0.7555632580189242,1
50,50.0,0.1822742594290534,0.08175082026428382,0.20163485522109678,1,2,28.657119630604164,0.7764511812863589,0.8949948309383994,-0.23798570056894874,-0.02744461592077394,0.9054920115014256,0
51,51.0,0.9697611004795352,0.4584971330669083,0.9350385373084773,0,1,26.073644006100118,0.4649233058746075,-0.6951834655736137,-0.5572797409225425,1.1334567607325285,0.4005914680632148,1
52,52.0,0.7746262087634168,0.4849047659248238,0.6895261011308454,1,2,41.1920912977706,0.491420293835268,-0.9966829270135444,-1.0761583883280634,0.5197324511226874,0.9796555125468454,1
53,53.0,0.9395697266482403,0.16583818458461252,0.8238030245484335,2,0,28.97494539036144,0.28851710665206676,-0.5214935184097167,-0.6058664975636255,-1.0575362158571606,0.7192437961133944,1
54,54.0,0.8947412092376757,0.9461159840974138,0.5565386529094548,1,2,29.583251186693275,0.5370259152607464,2.64852792280113,0.8913608899772115,0.21059677296559065,0.8886117057501737,0
55,55.0,0.5967707651695128,0.8503497372612454,0.7800167202865533,0,0,37.92371281084398,0.6596430771826508,0.6664263132335024,-0.4356897665426987,-1.3039123500184953,0.5112215680474246,0
