time,soc,state
0,100.0,S1_FULL
1,99.86333333333334,S1_FULL
2,99.84333333333333,S1_FULL
3,99.82333333333334,S1_FULL
4,99.80333333333334,S1_FULL
5,99.78333333333335,S1_FULL
6,99.64666666666669,S1_FULL
7,99.62666666666668,S1_FULL
8,99.60666666666668,S1_FULL
9,99.58666666666669,S1_FULL
10,99.56666666666669,S1_FULL
11,99.43000000000004,S1_FULL
12,99.41000000000003,S1_FULL
13,99.39000000000003,S1_FULL
14,99.37000000000005,S1_FULL
15,99.35000000000005,S1_FULL
16,99.21333333333338,S1_FULL
17,99.19333333333338,S1_FULL
18,99.17333333333339,S1_FULL
19,99.15333333333339,S1_FULL
20,99.1333333333334,S1_FULL
21,98.93000000000006,S1_FULL
22,98.91000000000007,S1_FULL
23,98.89000000000007,S1_FULL
24,98.87000000000008,S1_FULL
25,98.85000000000007,S1_FULL
26,98.71333333333341,S1_FULL
27,98.69333333333341,S1_FULL
28,98.67333333333342,S1_FULL
29,98.65333333333342,S1_FULL
30,98.63333333333343,S1_FULL
31,98.43000000000009,S1_FULL
32,98.4100000000001,S1_FULL
33,98.3900000000001,S1_FULL
34,98.3700000000001,S1_FULL
35,98.35000000000011,S1_FULL
36,98.21333333333344,S1_FULL
37,98.19333333333344,S1_FULL
38,98.17333333333345,S1_FULL
39,98.15333333333345,S1_FULL
40,98.13333333333345,S1_FULL
41,97.93000000000013,S1_FULL
42,97.91000000000012,S1_FULL
43,97.89000000000013,S1_FULL
44,97.87000000000013,S1_FULL
45,97.85000000000014,S1_FULL
46,97.71333333333348,S1_FULL
47,97.69333333333347,S1_FULL
48,97.67333333333347,S1_FULL
49,97.65333333333348,S1_FULL
50,97.63333333333348,S1_FULL
51,97.49666666666683,S1_FULL
52,97.47666666666682,S1_FULL
53,97.45666666666682,S1_FULL
54,97.43666666666682,S1_FULL
55,97.41666666666683,S1_FULL
56,97.28000000000017,S1_FULL
57,97.26000000000016,S1_FULL
58,97.24000000000017,S1_FULL
59,97.22000000000018,S1_FULL
60,97.20000000000019,S1_FULL
61,97.06333333333352,S1_FULL
62,96.97666666666686,S1_FULL
63,96.95666666666686,S1_FULL
64,96.93666666666687,S1_FULL
65,96.91666666666686,S1_FULL
66,96.7800000000002,S1_FULL
67,96.7600000000002,S1_FULL
68,96.74000000000021,S1_FULL
69,96.72000000000021,S1_FULL
70,96.7000000000002,S1_FULL
71,96.56333333333355,S1_FULL
72,96.54333333333355,S1_FULL
73,96.52333333333355,S1_FULL
74,96.4366666666669,S1_FULL
75,96.35000000000022,S1_FULL
76,96.1466666666669,S1_FULL
77,96.1266666666669,S1_FULL
78,96.04000000000023,S1_FULL
79,96.02000000000024,S1_FULL
80,96.00000000000024,S1_FULL
81,95.86333333333357,S1_FULL
82,95.84333333333358,S1_FULL
83,95.82333333333358,S1_FULL
84,95.80333333333358,S1_FULL
85,95.78333333333359,S1_FULL
86,95.64666666666693,S1_FULL
87,95.62666666666692,S1_FULL
88,95.60666666666692,S1_FULL
89,95.58666666666694,S1_FULL
90,95.56666666666695,S1_FULL
91,95.43000000000028,S1_FULL
92,95.41000000000028,S1_FULL
93,95.39000000000028,S1_FULL
94,95.37000000000029,S1_FULL
95,95.28333333333362,S1_FULL
96,95.14666666666696,S1_FULL
97,95.12666666666696,S1_FULL
98,95.10666666666697,S1_FULL
99,95.08666666666696,S1_FULL
100,95.06666666666696,S1_FULL
101,94.9300000000003,S1_FULL
102,94.91000000000031,S1_FULL
103,94.82333333333365,S1_FULL
104,94.80333333333365,S1_FULL
105,94.78333333333366,S1_FULL
106,94.64666666666699,S1_FULL
107,94.62666666666699,S1_FULL
108,94.54000000000032,S1_FULL
109,94.52000000000032,S1_FULL
110,94.50000000000033,S1_FULL
111,94.36333333333367,S1_FULL
112,94.34333333333367,S1_FULL
113,94.32333333333368,S1_FULL
114,94.30333333333368,S1_FULL
115,94.28333333333369,S1_FULL
116,94.14666666666702,S1_FULL
117,94.12666666666702,S1_FULL
118,94.04000000000036,S1_FULL
119,94.02000000000037,S1_FULL
120,94.00000000000036,S1_FULL
121,93.8633333333337,S1_FULL
122,93.8433333333337,S1_FULL
123,93.82333333333371,S1_FULL
124,93.80333333333371,S1_FULL
125,93.7833333333337,S1_FULL
126,93.64666666666704,S1_FULL
127,93.62666666666705,S1_FULL
128,93.60666666666705,S1_FULL
129,93.58666666666706,S1_FULL
130,93.5000000000004,S1_FULL
131,93.36333333333373,S1_FULL
132,93.34333333333373,S1_FULL
133,93.32333333333374,S1_FULL
134,93.30333333333374,S1_FULL
135,93.28333333333374,S1_FULL
136,93.14666666666707,S1_FULL
137,93.12666666666708,S1_FULL
138,93.04000000000042,S1_FULL
139,93.02000000000042,S1_FULL
140,93.00000000000043,S1_FULL
141,92.86333333333377,S1_FULL
142,92.84333333333376,S1_FULL
143,92.82333333333376,S1_FULL
144,92.80333333333377,S1_FULL
145,92.78333333333377,S1_FULL
146,92.64666666666712,S1_FULL
147,92.6266666666671,S1_FULL
148,92.54000000000045,S1_FULL
149,92.52000000000045,S1_FULL
150,92.50000000000045,S1_FULL
151,92.36333333333378,S1_FULL
152,92.3433333333338,S1_FULL
153,92.3233333333338,S1_FULL
154,92.3033333333338,S1_FULL
155,92.2833333333338,S1_FULL
156,92.08000000000047,S1_FULL
157,92.06000000000047,S1_FULL
158,92.04000000000048,S1_FULL
159,91.95333333333382,S1_FULL
160,91.93333333333382,S1_FULL
161,91.73000000000049,S1_FULL
162,91.71000000000049,S1_FULL
163,91.6900000000005,S1_FULL
164,91.6700000000005,S1_FULL
165,91.6500000000005,S1_FULL
166,91.51333333333383,S1_FULL
167,91.49333333333384,S1_FULL
168,91.40666666666718,S1_FULL
169,91.38666666666718,S1_FULL
170,91.36666666666719,S1_FULL
171,91.23000000000052,S1_FULL
172,91.21000000000052,S1_FULL
173,91.19000000000052,S1_FULL
174,91.17000000000053,S1_FULL
175,91.08333333333385,S1_FULL
176,90.9466666666672,S1_FULL
177,90.9266666666672,S1_FULL
178,90.9066666666672,S1_FULL
179,90.88666666666721,S1_FULL
180,90.86666666666721,S1_FULL
181,90.73000000000054,S1_FULL
182,90.71000000000056,S1_FULL
183,90.62333333333389,S1_FULL
184,90.53666666666722,S1_FULL
185,90.51666666666722,S1_FULL
186,90.38000000000056,S1_FULL
187,90.36000000000057,S1_FULL
188,90.27333333333391,S1_FULL
189,90.25333333333391,S1_FULL
190,90.2333333333339,S1_FULL
191,90.09666666666725,S1_FULL
192,90.07666666666725,S1_FULL
193,90.05666666666725,S1_FULL
194,89.97000000000058,S1_FULL
195,89.9500000000006,S1_FULL
196,89.81333333333393,S1_FULL
197,89.79333333333393,S1_FULL
198,89.77333333333394,S1_FULL
199,89.75333333333394,S1_FULL
200,89.66666666666727,S1_FULL
201,89.53000000000061,S1_FULL
202,89.51000000000062,S1_FULL
203,89.49000000000062,S1_FULL
204,89.47000000000061,S1_FULL
205,89.45000000000061,S1_FULL
206,89.31333333333396,S1_FULL
207,89.29333333333396,S1_FULL
208,89.2066666666673,S1_FULL
209,89.1866666666673,S1_FULL
210,89.16666666666731,S1_FULL
211,89.03000000000064,S1_FULL
212,89.01000000000064,S1_FULL
213,88.99000000000065,S1_FULL
214,88.97000000000065,S1_FULL
215,88.95000000000066,S1_FULL
216,88.81333333333399,S1_FULL
217,88.79333333333399,S1_FULL
218,88.773333333334,S1_FULL
219,88.753333333334,S1_FULL
220,88.66666666666734,S1_FULL
221,88.53000000000067,S1_FULL
222,88.51000000000067,S1_FULL
223,88.49000000000068,S1_FULL
224,88.47000000000068,S1_FULL
225,88.45000000000068,S1_FULL
226,88.31333333333401,S1_FULL
227,88.29333333333402,S1_FULL
228,88.27333333333402,S1_FULL
229,88.25333333333403,S1_FULL
230,88.23333333333403,S1_FULL
231,88.09666666666736,S1_FULL
232,88.07666666666736,S1_FULL
233,88.05666666666737,S1_FULL
234,88.03666666666737,S1_FULL
235,88.01666666666738,S1_FULL
236,87.8800000000007,S1_FULL
237,87.86000000000071,S1_FULL
238,87.84000000000071,S1_FULL
239,87.82000000000072,S1_FULL
240,87.80000000000074,S1_FULL
241,87.66333333333407,S1_FULL
242,87.64333333333407,S1_FULL
243,87.55666666666741,S1_FULL
244,87.5366666666674,S1_FULL
245,87.5166666666674,S1_FULL
246,87.38000000000075,S1_FULL
247,87.29333333333408,S1_FULL
248,87.27333333333408,S1_FULL
249,87.2533333333341,S1_FULL
250,87.2333333333341,S1_FULL
251,87.09666666666743,S1_FULL
252,87.07666666666744,S1_FULL
253,87.05666666666744,S1_FULL
254,86.97000000000077,S1_FULL
255,86.95000000000077,S1_FULL
256,86.81333333333411,S1_FULL
257,86.7933333333341,S1_FULL
258,86.77333333333411,S1_FULL
259,86.75333333333411,S1_FULL
260,86.73333333333412,S1_FULL
261,86.59666666666746,S1_FULL
262,86.57666666666745,S1_FULL
263,86.55666666666745,S1_FULL
264,86.53666666666747,S1_FULL
265,86.51666666666748,S1_FULL
266,86.3800000000008,S1_FULL
267,86.36000000000081,S1_FULL
268,86.34000000000081,S1_FULL
269,86.32000000000082,S1_FULL
270,86.30000000000082,S1_FULL
271,86.16333333333415,S1_FULL
272,86.14333333333416,S1_FULL
273,86.12333333333416,S1_FULL
274,86.10333333333416,S1_FULL
275,86.08333333333417,S1_FULL
276,85.94666666666751,S1_FULL
277,85.9266666666675,S1_FULL
278,85.9066666666675,S1_FULL
279,85.88666666666751,S1_FULL
280,85.86666666666751,S1_FULL
281,85.73000000000086,S1_FULL
282,85.71000000000085,S1_FULL
283,85.69000000000085,S1_FULL
284,85.67000000000085,S1_FULL
285,85.5833333333342,S1_FULL
286,85.44666666666754,S1_FULL
287,85.36000000000087,S1_FULL
288,85.34000000000087,S1_FULL
289,85.32000000000087,S1_FULL
290,85.30000000000088,S1_FULL
291,85.16333333333421,S1_FULL
292,85.14333333333421,S1_FULL
293,85.12333333333422,S1_FULL
294,85.10333333333423,S1_FULL
295,85.08333333333424,S1_FULL
296,84.94666666666755,S1_FULL
297,84.92666666666757,S1_FULL
298,84.90666666666758,S1_FULL
299,84.88666666666758,S1_FULL
300,84.86666666666758,S1_FULL
301,84.73000000000091,S1_FULL
302,84.64333333333425,S1_FULL
303,84.62333333333424,S1_FULL
304,84.60333333333425,S1_FULL
305,84.58333333333425,S1_FULL
306,84.4466666666676,S1_FULL
307,84.4266666666676,S1_FULL
308,84.40666666666759,S1_FULL
309,84.3866666666676,S1_FULL
310,84.36666666666761,S1_FULL
311,84.16333333333428,S1_FULL
312,84.14333333333428,S1_FULL
313,84.12333333333429,S1_FULL
314,84.10333333333429,S1_FULL
315,84.08333333333428,S1_FULL
316,83.94666666666762,S1_FULL
317,83.92666666666763,S1_FULL
318,83.90666666666763,S1_FULL
319,83.82000000000097,S1_FULL
320,83.80000000000098,S1_FULL
321,83.66333333333431,S1_FULL
322,83.64333333333431,S1_FULL
323,83.62333333333432,S1_FULL
324,83.60333333333432,S1_FULL
325,83.58333333333432,S1_FULL
326,83.44666666666765,S1_FULL
327,83.42666666666766,S1_FULL
328,83.340000000001,S1_FULL
329,83.32000000000099,S1_FULL
330,83.30000000000099,S1_FULL
331,83.16333333333434,S1_FULL
332,83.14333333333434,S1_FULL
333,83.05666666666768,S1_FULL
334,83.03666666666768,S1_FULL
335,83.01666666666769,S1_FULL
336,82.88000000000102,S1_FULL
337,82.86000000000102,S1_FULL
338,82.84000000000103,S1_FULL
339,82.82000000000103,S1_FULL
340,82.80000000000103,S1_FULL
341,82.66333333333436,S1_FULL
342,82.64333333333437,S1_FULL
343,82.62333333333437,S1_FULL
344,82.60333333333438,S1_FULL
345,82.58333333333438,S1_FULL
346,82.44666666666771,S1_FULL
347,82.42666666666771,S1_FULL
348,82.40666666666773,S1_FULL
349,82.38666666666774,S1_FULL
350,82.36666666666773,S1_FULL
351,82.23000000000107,S1_FULL
352,82.21000000000107,S1_FULL
353,82.19000000000108,S1_FULL
354,82.17000000000108,S1_FULL
355,82.15000000000107,S1_FULL
356,82.01333333333442,S1_FULL
357,81.99333333333442,S1_FULL
358,81.97333333333442,S1_FULL
359,81.95333333333443,S1_FULL
360,81.93333333333442,S1_FULL
361,81.79666666666776,S1_FULL
362,81.77666666666777,S1_FULL
363,81.75666666666777,S1_FULL
364,81.73666666666777,S1_FULL
365,81.65000000000111,S1_FULL
366,81.51333333333444,S1_FULL
367,81.49333333333445,S1_FULL
368,81.47333333333445,S1_FULL
369,81.45333333333446,S1_FULL
370,81.43333333333446,S1_FULL
371,81.29666666666779,S1_FULL
372,81.21000000000113,S1_FULL
373,81.19000000000113,S1_FULL
374,81.17000000000112,S1_FULL
375,81.15000000000113,S1_FULL
376,80.94666666666781,S1_FULL
377,80.92666666666781,S1_FULL
378,80.90666666666782,S1_FULL
379,80.88666666666782,S1_FULL
380,80.86666666666783,S1_FULL
381,80.73000000000116,S1_FULL
382,80.64333333333448,S1_FULL
383,80.62333333333449,S1_FULL
384,80.60333333333449,S1_FULL
385,80.58333333333451,S1_FULL
386,80.44666666666784,S1_FULL
387,80.42666666666784,S1_FULL
388,80.40666666666785,S1_FULL
389,80.38666666666785,S1_FULL
390,80.36666666666785,S1_FULL
391,80.23000000000118,S1_FULL
392,80.21000000000119,S1_FULL
393,80.19000000000119,S1_FULL
394,80.1700000000012,S1_FULL
395,80.1500000000012,S1_FULL
396,80.01333333333453,S1_FULL
397,79.99333333333453,S1_FULL
398,79.97333333333454,S1_FULL
399,79.95333333333454,S1_FULL
400,79.93333333333455,S1_FULL
401,79.79666666666787,S1_FULL
402,79.71000000000122,S1_FULL
403,79.69000000000122,S1_FULL
404,79.67000000000122,S1_FULL
405,79.65000000000123,S1_FULL
406,79.51333333333457,S1_FULL
407,79.49333333333458,S1_FULL
408,79.47333333333458,S1_FULL
409,79.45333333333457,S1_FULL
410,79.43333333333457,S1_FULL
411,79.29666666666792,S1_FULL
412,79.27666666666792,S1_FULL
413,79.25666666666793,S1_FULL
414,79.23666666666792,S1_FULL
415,79.21666666666792,S1_FULL
416,79.08000000000126,S1_FULL
