species_name,root_depth_cm,growth_rate_cm_day,leaf_area_index,contaminant_id,molecular_weight,solubility_mg_l,toxicity_class,env_id,soil_ph,soil_cec_cmol_kg,clay_percent,temp_annual_c,precip_annual_mm,BCF,TF,Remediation_Efficiency_Pct,Affinity_Class,geo_pca_1,geo_pca_2
Brassica juncea,47.78437945430675,1.1453101813294948,3.417498681534079,Lead (Pb),207.2,50.0,High,Env_A,5.510863508122982,14.496753144584861,20.0,14.70649076376594,819.6552938109281,25.716420096187285,1.2639071785242448,19.501900779309757,1,-0.6080983806145186,0.13305958125391876
Brassica juncea,31.780201179768774,1.2208266997878603,3.482110019267992,Lead (Pb),207.2,50.0,High,Env_B,7.182267241977703,24.68260912640074,35.0,21.718136728168627,1210.779677706269,14.362428124013787,1.1368313402856995,9.796595048387772,1,0.42546992442734466,-1.0959115240235013
Brassica juncea,46.29536514509503,1.1678994532438056,3.498845207810553,Lead (Pb),207.2,50.0,High,Env_C,5.9275085224794815,10.332077281229791,10.0,9.829169599159188,627.6928143837939,29.771420355327805,1.3451500266557284,24.028216130728854,1,-0.9258198032346213,-0.01569703017339297
Brassica juncea,44.454791389101544,1.1904125207795047,3.568071705590524,Lead (Pb),207.2,50.0,High,Env_D,7.953937979297314,29.58156874004964,40.0,17.99240901165629,908.9257614621271,11.665451605143431,1.208108670387856,8.455879936898226,1,-1.020405112799168,-0.049585321986263475
Brassica juncea,50.04519970163011,1.1309728021912697,3.42544738928828,Cadmium (Cd),112.4,200.0,High,Env_A,5.465010769493419,14.987415135225326,20.0,14.773303522111695,803.8778421872789,24.56048031005244,1.1462070771065822,16.89083780911138,1,-1.3233151739244768,1.8180092579769127
Brassica juncea,50.84614936242325,1.2002892615675287,3.5275241578169956,Cadmium (Cd),112.4,200.0,High,Env_B,7.191513620473885,24.676377571193825,35.0,21.707837947821375,1187.298200618395,16.43188782485586,1.1573412060770607,11.41038052400499,1,-0.3725091077235915,-0.019799885235192438
Brassica juncea,48.5650695826245,1.177397961382917,3.39786659238092,Cadmium (Cd),112.4,200.0,High,Env_C,5.991672237801758,9.466104292327904,10.0,10.087724982206893,617.137061500036,23.384171970486502,1.2880449740981263,18.07191910801885,1,0.6228539521749576,-0.4069541984843707
Brassica juncea,42.105011920434464,1.187638420697709,3.413058878898627,Cadmium (Cd),112.4,200.0,High,Env_D,7.992267079750094,29.347073871964895,40.0,17.966809878122106,906.828520443213,12.70454982369462,1.253372408261089,9.554119325038272,1,-0.07418228626280778,-0.03867528921453456
Brassica juncea,42.95427902325849,1.2180966775350113,3.497826298753704,Zinc (Zn),65.38,500.0,Moderate,Env_A,5.4515849320721745,14.442731322671104,20.0,14.771277637621095,793.0128529898849,24.731676414919527,1.3616739173140262,20.20588722338783,1,-1.794328522466547,-1.2950171470079284
Brassica juncea,51.79220898534333,1.1989439820421726,3.511986900098901,Zinc (Zn),65.38,500.0,Moderate,Env_B,7.081154608146188,25.76394087958032,35.0,22.120588544414353,1185.294442845233,16.983335235468896,1.3353940014024976,13.607666398351704,1,-0.8059468372619764,-1.1056429281360507
Brassica juncea,45.91027512246584,1.208226181970513,3.5431463390521003,Zinc (Zn),65.38,500.0,Moderate,Env_C,5.960351935695884,8.81562592668836,10.0,9.84459348031247,578.1792801451212,23.435980713307103,1.3966406862496346,19.63898651181986,1,0.48452576849159784,-1.072103686860234
Brassica juncea,41.24744581588735,1.2894094010920272,3.4932649033013234,Zinc (Zn),65.38,500.0,Moderate,Env_D,7.99808193958129,29.756714439398426,40.0,18.017900301703573,898.2946845230024,13.177108242434839,1.397561720864274,11.049493242787225,1,0.07300573343720931,0.21121375137221746
Brassica juncea,42.30559019730093,1.2492347147893716,3.613642398800501,Arsenic (As),74.92,100.0,High,Env_A,5.5481337359868945,14.298433422450824,20.0,15.000219789718312,799.6585962733343,20.93196012150421,1.483877895583127,18.636283761316562,1,-0.45425841248873794,1.4715228345363724
Brassica juncea,47.27473733936846,1.2362317439241917,3.5804018644148075,Arsenic (As),74.92,100.0,High,Env_B,7.144827552915901,24.66714185026732,35.0,22.18944833571644,1193.7381099558875,15.61319245545978,1.427978199133849,13.37717906716659,1,-0.23498272897547307,0.683499169933347
Brassica juncea,47.915804022905306,1.2201222799981173,3.6016749608786296,Arsenic (As),74.92,100.0,High,Env_C,5.982385856612463,10.383345249048006,10.0,9.586690197472185,601.9348407986695,22.822158059423746,1.388380114634427,19.01149825364865,1,-0.7995683709868873,-1.6247607778394575
Brassica juncea,51.480780199660884,1.2160899337857123,3.4848838697842184,Arsenic (As),74.92,100.0,High,Env_D,7.866154638589447,30.310761873083543,40.0,17.641451469277914,911.6776008126285,16.502739084348658,1.0080121100255985,9.980976507369723,1,-0.2133577860397958,-2.1882048005694212
Brassica juncea,47.793920732634454,1.2175943313447928,3.4689851951113875,Trichloroethylene (TCE),131.4,1280.0,High,Env_A,5.419436596412517,14.576265989609336,20.0,15.454704031288482,808.3508109827197,19.659911553317507,1.067758976374201,12.595228221466579,1,0.35449230142200844,-1.411463237143599
Brassica juncea,49.73194566758399,1.1659305524089163,3.5216866558444693,Trichloroethylene (TCE),131.4,1280.0,High,Env_B,7.235046507374518,25.008782025775506,35.0,21.73930420095477,1198.7129018193637,16.767738084225833,1.341975433235261,13.501135547972607,1,-0.18075987907584176,-0.9307856926866392
Brassica juncea,53.20770340821482,1.22994769444543,3.3803601880037566,Trichloroethylene (TCE),131.4,1280.0,High,Env_C,5.998692732882534,9.872966280552774,10.0,9.563253029264946,586.9011804835267,23.078026737558528,0.9966035001547731,13.79978533398976,0,0.29824330878221683,0.9365930411750429
Brassica juncea,46.42155859456386,1.1434093809403556,3.525514668543307,Trichloroethylene (TCE),131.4,1280.0,High,Env_D,7.943913093987138,29.78849432152748,40.0,17.891504383878285,884.616154387708,17.7364971832203,1.047414359872117,11.146477106121779,1,0.21171164440533435,-1.1237508418242392
Helianthus annuus,120.63884856785148,2.5213797010668277,4.27245399667136,Lead (Pb),207.2,50.0,High,Env_A,5.506735413811178,15.61174805737849,20.0,15.120067142994497,781.9708934132841,6.4570918848049805,0.4552819565154088,3.6747467833922256,0,-1.4978007889040243,0.07156289599320334
Helianthus annuus,122.84762482749272,2.506236346500951,4.154054104942157,Lead (Pb),207.2,50.0,High,Env_B,7.2057216036018135,25.155593034623813,35.0,21.888270738291325,1181.7605467578248,3.3385500666150105,0.5569962944560101,2.324450019950533,0,-1.6261408714815984,-0.10307948031334306
Helianthus annuus,122.15945535541339,2.4629946157408744,4.300348375539931,Lead (Pb),207.2,50.0,High,Env_C,6.062949678012664,10.069589279204152,10.0,10.14792824918537,603.3781528589557,7.005759825821469,0.5165091279709162,4.523173623010906,0,-0.7073298067699256,-1.024839456345012
Helianthus annuus,114.61541459826304,2.4817255503142475,4.2495473217321935,Lead (Pb),207.2,50.0,High,Env_D,7.891302057716449,30.415522669621,40.0,17.934701803855905,895.0127249610944,4.055943858142865,0.5594494938049314,2.8363696729240577,0,0.29430695359227443,-1.0730394891579953
Helianthus annuus,119.90480397801798,2.460060763944351,4.29097709891975,Cadmium (Cd),112.4,200.0,High,Env_A,5.549136248243382,15.100674780761135,20.0,14.828136753566975,797.2580648385431,7.754319011444976,0.4940846159320005,4.789112163230001,0,0.03047201434871053,0.4131329273137896
Helianthus annuus,110.48693558082553,2.5319957170342215,4.229999117431087,Cadmium (Cd),112.4,200.0,High,Env_B,7.1735873234429155,25.129359188250035,35.0,21.87196792575905,1196.14922814685,3.7497736215654127,0.5539252122289431,2.5963676864201424,0,-0.18967654268622755,-0.7017606764617553
Helianthus annuus,112.80654647448348,2.5003203977841997,4.183373120835204,Cadmium (Cd),112.4,200.0,High,Env_C,6.091796806231532,10.64009757477861,10.0,9.866813089634327,598.9042514309266,6.594383355711712,0.4023163159188268,3.3162850217829574,0,1.0371254755508723,0.7367541006477327
Helianthus annuus,125.8414433861586,2.5528576987165255,4.235277899296868,Cadmium (Cd),112.4,200.0,High,Env_D,8.04790999756907,29.782351529849194,40.0,17.916997657327176,888.1189474858418,4.5624092818748645,0.5725392599481819,3.265198042281688,0,-0.7463845723212685,-1.7319904950866836
Helianthus annuus,124.0798217168081,2.457303854523047,4.285472277422021,Zinc (Zn),65.38,500.0,Moderate,Env_A,5.382843739024889,15.49678759175492,20.0,15.03754295518522,806.8859121809438,5.077630610877094,0.5410514146315405,3.434074031239331,0,1.5313869127900224,1.8646639203954516
Helianthus annuus,122.22273156022393,2.517897141330764,4.156654259902682,Zinc (Zn),65.38,500.0,Moderate,Env_B,7.277435550164748,24.721119579573518,35.0,22.221195117671574,1200.485213107742,4.119913454372592,0.5034324741971253,2.5926227797660246,0,-0.6179484249385262,1.0835909610153713
Helianthus annuus,123.91966088844217,2.5398362290660557,4.192563324532797,Zinc (Zn),65.38,500.0,Moderate,Env_C,5.936247030414836,10.011664968169274,10.0,10.322012360099736,609.4343235195147,6.283061337050171,0.5141409850134749,4.03797418091382,0,-0.624547512265934,-0.8190391681676402
Helianthus annuus,121.6444519743019,2.5009874486422663,4.196123520641254,Zinc (Zn),65.38,500.0,Moderate,Env_D,7.990041793272265,29.269608198126672,40.0,18.037244357647655,897.3032965309923,4.028217268126339,0.4829279184060818,2.431673225229608,0,0.5677352852781713,-0.11990202467208125
Helianthus annuus,112.02672649063,2.485329803422565,4.282010567834573,Arsenic (As),74.92,100.0,High,Env_A,5.570446337271289,14.526807993087186,20.0,14.696962203478973,800.814399567158,5.822689235019326,0.5599241647962244,4.075330508482704,0,-0.13705190383530347,0.14867870808330763
Helianthus annuus,121.50717694065959,2.4977318886611184,4.236162983396451,Arsenic (As),74.92,100.0,High,Env_B,7.228576617227559,25.32312879492213,35.0,21.839378226202214,1198.5910461634135,4.0409093542722,0.5719605498560174,2.8890509202348147,0,-0.4091168822115777,0.23381075978995827
Helianthus annuus,131.02884829753447,2.486197176778945,4.258875658885334,Arsenic (As),74.92,100.0,High,Env_C,5.973477834878252,10.517397457213209,10.0,9.864830854034974,598.2026230682902,6.100061882376018,0.4971992103134939,3.7911824384760013,0,-0.23019136464266005,-1.0348491046224697
Helianthus annuus,118.87619381319284,2.4938339846692736,4.118391189888338,Arsenic (As),74.92,100.0,High,Env_D,7.994765154044967,29.84647806486977,40.0,17.675151462284834,918.5058755983505,3.761864245506163,0.4781535448428932,2.2484359052581344,0,-0.43301010781865135,-1.7059339126172746
Helianthus annuus,124.43340666947859,2.5225142695604243,4.15815469260046,Trichloroethylene (TCE),131.4,1280.0,High,Env_A,5.451175982443837,15.492048513279359,20.0,15.172720461786797,790.6869090349661,6.906375201670942,0.4699895469619339,4.057405190228076,0,1.4257644909367067,-1.1910176382015307
Helianthus annuus,123.35859075900862,2.5414585741803903,4.122806219492383,Trichloroethylene (TCE),131.4,1280.0,High,Env_B,7.31072476511074,24.780246263987724,35.0,21.927968290956283,1194.8144030287592,3.580523373713576,0.5974674900415173,2.6740578914095448,0,0.5989872269092872,0.13951652161748632
Helianthus annuus,121.32746611051725,2.471561962031225,4.236432301633064,Trichloroethylene (TCE),131.4,1280.0,High,Env_C,5.962373914962499,9.508379670214664,10.0,10.117453349550287,597.4304097258935,6.645894959624163,0.5674362207614347,4.713901899333254,0,-0.4808535649379103,0.3836344951909423
Helianthus annuus,124.70275235684068,2.527560637269884,4.041788391867467,Trichloroethylene (TCE),131.4,1280.0,High,Env_D,7.895974346654325,30.44415615470603,40.0,17.98313784397085,908.3774381691288,3.176056208125255,0.514483067387597,2.0425339251896264,0,0.6488832101906139,-0.6930560653583498
Thlaspi caerulescens,25.39080959089242,0.5127812480948174,1.8284807592000187,Lead (Pb),207.2,50.0,High,Env_A,5.517551716451865,14.681543502928754,20.0,15.121998981675745,790.8541276723414,5.924450095738961,0.4494568523176334,1.0,0,-1.059576978737158,-0.7502376870685925
Thlaspi caerulescens,35.34293508984074,0.5187109294003985,1.7790487797774648,Lead (Pb),207.2,50.0,High,Env_B,7.137769760472659,24.822261719891113,35.0,21.812309347231086,1202.2506802050025,3.569244602988867,0.46230629400727474,1.0,0,0.3898444521310277,0.0700404030570042
Thlaspi caerulescens,34.84929182096495,0.50030520323389,1.7950716950051984,Lead (Pb),207.2,50.0,High,Env_C,6.04467092910535,11.062982981405849,10.0,9.840746520669256,583.5679801365732,5.811286249062547,0.5459956281653231,1.0,0,0.36928676012925254,0.8233645683000089
Thlaspi caerulescens,32.12917016057572,0.4711882618622892,1.792921259768667,Lead (Pb),207.2,50.0,High,Env_D,8.051019772641096,29.49882267881599,40.0,17.693440481714124,906.4519687751891,3.760742681550789,0.4622624323097718,1.0,0,-0.2277829311558276,0.37175027141064176
Thlaspi caerulescens,28.98455176737792,0.452047996732457,1.773748700298281,Cadmium (Cd),112.4,200.0,High,Env_A,5.458465640034661,14.817132305272612,20.0,15.233491730968497,791.4153566718869,69.61509647232158,2.1671537750557155,37.71665478021488,1,-1.5127763872458007,0.28508269366445055
Thlaspi caerulescens,30.483534607050604,0.5091343493903336,1.72354051229326,Cadmium (Cd),112.4,200.0,High,Env_B,7.144062304091967,24.514879415728647,35.0,22.204519353364276,1202.663739396429,38.88203585043374,2.176901295947607,21.160588557972627,1,-0.4309225910915235,0.4503519322350079
Thlaspi caerulescens,28.698206023694052,0.5285716201470365,1.8032995652138597,Cadmium (Cd),112.4,200.0,High,Env_C,5.972315551393339,9.845121670128545,10.0,9.840976910093309,607.5153145600054,60.94818280813589,2.272530831181912,34.626656134000044,1,0.7748498892541458,1.982019656168002
Thlaspi caerulescens,33.429769667571264,0.4902468390232561,1.6720966230379561,Cadmium (Cd),112.4,200.0,High,Env_D,8.027160626923473,30.400482130608808,40.0,17.76755211661206,922.0241405343556,47.91101789384894,2.256185284152917,27.024033380222267,1,0.051076321827541814,-0.11016338061778713
Thlaspi caerulescens,26.784376228592908,0.44141575265694594,1.8010363506324925,Zinc (Zn),65.38,500.0,Moderate,Env_A,5.502816191991093,14.27674398033654,20.0,15.273164101272876,793.3444893920007,67.32885376107228,2.886512380789571,48.58639249142641,1,-0.9773852479910664,-1.3447913358208623
Thlaspi caerulescens,24.994946842925298,0.5810586127985876,1.8732415521650714,Zinc (Zn),65.38,500.0,Moderate,Env_B,7.140837375578072,24.274597648534844,35.0,21.94356180350402,1202.9345323971534,38.46937768587591,2.299801778929178,22.117985809068962,1,-1.3203137533733924,-0.05296406410408572
Thlaspi caerulescens,28.610789047254315,0.4258228380415324,1.8190861851432367,Zinc (Zn),65.38,500.0,Moderate,Env_C,5.967766849411316,10.363356472712091,10.0,10.218321818120723,590.4680285946962,73.66875968561841,2.7182187810097997,50.06195153778639,1,1.797272476892144,0.9938176263031476
Thlaspi caerulescens,30.991988197800396,0.5241499628220673,1.6892823046233736,Zinc (Zn),65.38,500.0,Moderate,Env_D,8.000760351016691,30.357808019773245,40.0,17.912435474131673,907.9067448680809,42.830991269198925,2.471133833139347,26.46027790805336,1,0.1340024444017257,1.163279686832775
Thlaspi caerulescens,41.36713271690289,0.5625463901619276,1.7674394591037292,Arsenic (As),74.92,100.0,High,Env_A,5.538048500056428,14.759459021769358,20.0,15.259651201395796,797.2765883532227,5.109989054290382,0.5270981797242662,1.0,0,-0.05990520058016928,-1.6376437477900743
Thlaspi caerulescens,35.06051183365725,0.4489313182439336,1.7924958132078774,Arsenic (As),74.92,100.0,High,Env_B,7.14845500572097,25.153137592833076,35.0,21.900803872790668,1209.118271798843,3.9304353314386127,0.5908314292845908,1.0,0,-0.5498337861449977,-0.4017077320596185
Thlaspi caerulescens,28.67273674529975,0.48099363103910736,1.7907986714905282,Arsenic (As),74.92,100.0,High,Env_C,5.9561079598928135,10.780267178184115,10.0,9.606181415069734,591.2287030619915,6.6392312231309,0.4912870941973032,1.0,0,-0.4138661296977987,-0.29743967809289185
Thlaspi caerulescens,32.541712211779355,0.5099703540986574,1.8684575449549767,Arsenic (As),74.92,100.0,High,Env_D,7.981731608796618,30.328494346513235,40.0,18.046331072162392,906.8980695785182,4.368025332198315,0.43900221428465336,1.0,0,1.8185254882114072,0.4906314924125992
Thlaspi caerulescens,33.14865565531918,0.4758494863253199,1.8623154529642592,Trichloroethylene (TCE),131.4,1280.0,High,Env_A,5.582396445981292,15.312321828659213,20.0,14.663081672043914,790.3213909323201,6.135088673456805,0.5249015623001569,1.0,0,1.0301490856568687,-0.7167520460585272
Thlaspi caerulescens,28.27191747244674,0.49384018168465904,1.8537830524475885,Trichloroethylene (TCE),131.4,1280.0,High,Env_B,7.183241443335878,25.15015809984156,35.0,21.952664551251175,1198.9747975332566,4.375919274448458,0.5510325538561682,1.0,0,-1.1009459602568832,1.2147204412769688
Thlaspi caerulescens,27.04668218689864,0.5160581732883808,1.8470442134500902,Trichloroethylene (TCE),131.4,1280.0,High,Env_C,5.97688196687651,10.433144201716724,10.0,9.872773683027138,608.8935180545831,6.040317692764774,0.5052178462981609,1.0,0,0.13639354805614898,0.7008293694444069
Thlaspi caerulescens,26.248968564091456,0.5587463302109628,1.7638760645995968,Trichloroethylene (TCE),131.4,1280.0,High,Env_D,8.030678169668882,29.55958417368379,40.0,18.357434662089144,878.2085382409167,4.080868830027302,0.5360805268874035,1.0,0,1.0986802528785231,1.009292796420031
Populus deltoides,299.5161884857793,1.801798849983901,5.003498551285077,Lead (Pb),207.2,50.0,High,Env_A,5.4882834422362174,14.512475119325773,20.0,14.962413799781967,781.756365884721,6.237300363111945,0.38506673932173935,2.161599221694436,0,-0.532355800154206,-0.4175226691007771
Populus deltoides,302.4227168482273,1.78463279858673,5.071525531119637,Lead (Pb),207.2,50.0,High,Env_B,7.168929762004114,24.734544324479007,35.0,21.85056362707113,1202.7164180769716,4.424977348141608,0.5293140671590645,2.10798248150841,0,1.4029359694308896,-0.9382309467810885
Populus deltoides,301.8234819490353,1.8374940965499218,4.975645957816429,Lead (Pb),207.2,50.0,High,Env_C,5.98161784031183,9.47087431914723,10.0,10.018317563166091,604.966293104673,6.157077523206273,0.441298317495887,2.4453971565144044,0,-0.8602288664705139,-0.40698406945867094
Populus deltoides,295.42090482015516,1.8048185695581034,5.1063312327123835,Lead (Pb),207.2,50.0,High,Env_D,7.9785114378199955,30.221214634361537,40.0,18.186281274621376,909.6725323462292,4.142354074449191,0.5886707206080524,2.1946343022177364,0,-2.0632608309813816,0.8586972754242721
Populus deltoides,300.4265362831804,1.8394874896169067,4.983641412942728,Cadmium (Cd),112.4,200.0,High,Env_A,5.533616918116441,14.674276126031934,20.0,15.421344193116337,798.2784997813067,4.427861061763998,0.4614552668244734,1.838933826946202,0,-0.5440687535525234,0.5796356116817052
Populus deltoides,298.33924772174174,1.833098049232814,5.04831467254768,Cadmium (Cd),112.4,200.0,High,Env_B,7.200599991266533,25.0714676684663,35.0,21.990141648679465,1211.4299951103108,4.1680616170619205,0.512733905319418,1.9233958594753144,0,0.9134081449303697,-0.16047220169137327
Populus deltoides,291.3175534600387,1.7850329481080043,5.059704740097292,Cadmium (Cd),112.4,200.0,High,Env_C,5.9613935299652825,10.536607875641954,10.0,10.09983811113984,569.7525904589672,6.977395545507383,0.5479664123014957,3.441040563852106,0,-0.1306259622386901,-0.8621347751581834
Populus deltoides,290.63913485740704,1.790314904510685,4.953945640234984,Cadmium (Cd),112.4,200.0,High,Env_D,8.093657993162164,29.90075909642092,40.0,17.995627794952185,899.5171537706723,3.9698212667477577,0.5092327539405693,1.81940671468602,0,-0.4429622504089514,0.32026574022943405
Populus deltoides,304.80934744750346,1.83653309459949,4.911456451233215,Zinc (Zn),65.38,500.0,Moderate,Env_A,5.513517119396416,14.912245409502429,20.0,15.238073770037458,805.7402344034455,5.9168529509435634,0.5875640853830373,3.1288772632203723,0,1.6060405102267155,-0.047368864689626075
